MedicationCui,MedicationStr,ClassCui,ClassStr
C0039736,thalidomide,C0596087,Neovascularization Inhibitors
C0039736,thalidomide,C0596087,"Inhibitor, Neovascularization"
C0039736,thalidomide,C0596087,Neovascularization Inhibitor
C0039736,thalidomide,C0596087,"Inhibitors, Neovascularization"
C0039736,thalidomide,C0596087,Substance with angiogenesis inhibitor mechanism of action
C0039736,thalidomide,C0596087,Substance with angiogenesis inhibitor mechanism of action (substance)
C0039736,thalidomide,C0596087,Angiogenesis inhibitor-containing product
C0039736,thalidomide,C0596087,Product containing angiogenesis inhibitor
C0039736,thalidomide,C0596087,Product containing angiogenesis inhibitor (product)
C0039736,thalidomide,C0596087,Anti-angiogenesis agent
C0039736,thalidomide,C0596087,Anti-angiogenesis drug
C0039736,thalidomide,C0596087,Angiogenesis inhibitor product
C0039736,thalidomide,C0596087,Angiogenesis inhibitor (product)
C0039736,thalidomide,C0596087,Angiogenesis inhibitor (substance)
C0039736,thalidomide,C0596087,Angiogenesis Antagonists
C0039736,thalidomide,C0596087,Angiogenesis Blockers
C0039736,thalidomide,C0596087,Anti-Angiogenic Agents
C0039736,thalidomide,C0596087,Antiangiogenesis Agents
C0039736,thalidomide,C0596087,INHIB NEOVASC
C0039736,thalidomide,C0596087,NEOVASC INHIB
C0039736,thalidomide,C0596087,ANTIANGIOGENIC DRUGS
C0039736,thalidomide,C0596087,INHIB ANGIOGENETIC
C0039736,thalidomide,C0596087,ANGIOGENETIC INHIB
C0039736,thalidomide,C0596087,ANGIOGENETIC ANTAG
C0039736,thalidomide,C0596087,ANGIOGENIC ANTAG
C0039736,thalidomide,C0596087,ANTAG ANGIOGENIC
C0039736,thalidomide,C0596087,INHIB ANGIOGENESIS
C0039736,thalidomide,C0596087,ANGIOGENESIS INHIB
C0039736,thalidomide,C0596087,INHIB ANGIOGENIC
C0039736,thalidomide,C0596087,ANGIOGENIC INHIB
C0039736,thalidomide,C0596087,antiangiogenics
C0039736,thalidomide,C0596087,antiangiogenic
C0039736,thalidomide,C0596087,antiangiogenics (medication)
C0039736,thalidomide,C0729761,Chemical categorized by structure
C0039736,thalidomide,C0729761,Chemical categorised by structure
C0039736,thalidomide,C0729761,Chemical categorized structurally
C0039736,thalidomide,C0729761,Chemical categorised structurally
C0039736,thalidomide,C0729761,Chemical categsd structurally
C0039736,thalidomide,C0729761,Chemical categorized by structure (substance)
C0039736,thalidomide,C0729761,Chemical categorized structurally (substance)
C0039736,thalidomide,C1268914,Piperidine derivative
C0039736,thalidomide,C1268914,Product containing piperidine derivative (product)
C0039736,thalidomide,C1268914,Piperidine derivative-containing product
C0039736,thalidomide,C1268914,Product containing piperidine derivative
C0039736,thalidomide,C1268914,Piperidine derivative product
C0039736,thalidomide,C1268914,Piperidine derivative (product)
C0039736,thalidomide,C1268914,Piperidine derivative (substance)
C0039736,thalidomide,C1320236,Allergen class
C0039736,thalidomide,C1320236,Allergen class (substance)
C0039736,thalidomide,C1320237,Drug allergens
C0039736,thalidomide,C1320237,Drug allergen
C0039736,thalidomide,C1320237,Drug allergen (substance)
C0039736,thalidomide,C1527392,Immunomodulators
C0039736,thalidomide,C1527392,immunomodulator
C0039736,thalidomide,C1527392,Immunomodulator-containing product
C0039736,thalidomide,C1527392,Product containing immunomodulator
C0039736,thalidomide,C1527392,Product containing immunomodulator (product)
C0039736,thalidomide,C1527392,Substance with immunomodulator mechanism of action
C0039736,thalidomide,C1527392,Substance with immunomodulator mechanism of action (substance)
C0039736,thalidomide,C1527392,Immunomodulator product
C0039736,thalidomide,C1527392,Immunomodulator (product)
C0039736,thalidomide,C1527392,Immunomodulator (substance)
C0039736,thalidomide,C1527392,IMMUNOMOD
C0039736,thalidomide,C1527392,immunomodulator (medication)
C0039736,thalidomide,C4763587,Immunomodulatory IMiD Drugs
C0039736,thalidomide,C4763587,"Drugs, Immunomodulatory IMiD"
C0039736,thalidomide,C4763587,Immunomodulatory IMiDE Drugs
C0039736,thalidomide,C4763587,Immunomodulatory Imide Drug
C0039736,thalidomide,C4763587,"Drugs, Immunomodulatory IMiDE"
C0039736,thalidomide,C4763587,IMiDs
C0039736,thalidomide,C4763587,IMiD
C0040377,tolmetin,C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C0040377,tolmetin,C0003211,NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0040377,tolmetin,C0003211,"Non-steroidal anti-inflammatory agent, NOS"
C0040377,tolmetin,C0003211,"Agent, Non-Steroidal Anti-Inflammatory"
C0040377,tolmetin,C0003211,"Anti-Inflammatory Agent, Non-Steroidal"
C0040377,tolmetin,C0003211,Non Steroidal Anti Inflammatory Agent
C0040377,tolmetin,C0003211,Non-Steroidal Anti-Inflammatory Agent
C0040377,tolmetin,C0003211,Non Steroidal Anti Inflammatory Agents
C0040377,tolmetin,C0003211,NSAIDs
C0040377,tolmetin,C0003211,NSAID
C0040377,tolmetin,C0003211,Non-steroid anti-inflam. drug
C0040377,tolmetin,C0003211,NSAID - Non-steroidal anti-inflammatory drug
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory drug
C0040377,tolmetin,C0003211,603-604 NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0040377,tolmetin,C0003211,NSAID medications
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory agent (product)
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory agent (substance)
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory product
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory product (substance)
C0040377,tolmetin,C0003211,"Anti Inflammatory Agents, Nonsteroidal"
C0040377,tolmetin,C0003211,Nonsteroidal anti-inflammatory agents
C0040377,tolmetin,C0003211,Nonsteroidal anti-inflammatory agent
C0040377,tolmetin,C0003211,"Agent, Nonsteroidal Anti-Inflammatory"
C0040377,tolmetin,C0003211,"Anti-Inflammatory Agent, Nonsteroidal"
C0040377,tolmetin,C0003211,Nonsteroidal Anti Inflammatory Agent
C0040377,tolmetin,C0003211,Nonsteroidal Anti Inflammatory Agents
C0040377,tolmetin,C0003211,"Antiinflammatory Agents, Non Steroidal"
C0040377,tolmetin,C0003211,"Antiinflammatory Agents, Nonsteroidal"
C0040377,tolmetin,C0003211,NONSTEROIDAL ANTIINFLAMMATORY AGENTS
C0040377,tolmetin,C0003211,ANTIINFLAMMATORY AGENTS NONSTEROIDAL
C0040377,tolmetin,C0003211,nonsteroidal antiinflammatory agent
C0040377,tolmetin,C0003211,Nonsteroidal Anti-inflammatory Drugs
C0040377,tolmetin,C0003211,nonsteroidal anti-inflammatory drug
C0040377,tolmetin,C0003211,Nonsteroidal Antiinflammatory Drug
C0040377,tolmetin,C0003211,Nonsteroidal antiinflammatory drugs
C0040377,tolmetin,C0003211,ANTI INFLAMM AGENTS NONSTEROIDAL
C0040377,tolmetin,C0003211,NSAIA
C0040377,tolmetin,C0003211,ANTIINFLAMM AGENTS NON STEROIDAL
C0040377,tolmetin,C0003211,NON STEROIDAL ANTI INFLAMM AGENTS
C0040377,tolmetin,C0003211,AIANS
C0040377,tolmetin,C0003211,nonsteroidal anti-inflammatory drugs (medication)
C0040377,tolmetin,C0003211,Non-steroidal anti-inflammatory drug (substance)
C0040377,tolmetin,C0003211,nonsteroidal anti-inflammatory drugs (NSAIDs)
C0040377,tolmetin,C0004504,Azoles
C0040377,tolmetin,C0004504,azole
C0040377,tolmetin,C0004504,Azole-containing product
C0040377,tolmetin,C0004504,Product containing azole
C0040377,tolmetin,C0004504,Product containing azole (product)
C0040377,tolmetin,C0004504,Azole product
C0040377,tolmetin,C0004504,Azole (substance)
C0040377,tolmetin,C0013227,Pharmaceutical Preparations
C0040377,tolmetin,C0013227,pharmaceutical preparation
C0040377,tolmetin,C0013227,"Preparation, Pharmaceutical"
C0040377,tolmetin,C0013227,"Preparations, Pharmaceutical"
C0040377,tolmetin,C0013227,Drugs
C0040377,tolmetin,C0013227,Drug
C0040377,tolmetin,C0013227,"Drug, NOS"
C0040377,tolmetin,C0013227,Medicine
C0040377,tolmetin,C0013227,Medicines
C0040377,tolmetin,C0013227,"Medicine, NOS"
C0040377,tolmetin,C0013227,Drug/agent
C0040377,tolmetin,C0013227,General drug type
C0040377,tolmetin,C0013227,"Drug preparation, NOS"
C0040377,tolmetin,C0013227,Drug preparation
C0040377,tolmetin,C0013227,Medication
C0040377,tolmetin,C0013227,"Medication, NOS"
C0040377,tolmetin,C0013227,medications
C0040377,tolmetin,C0013227,Medication(s)
C0040377,tolmetin,C0013227,Pharmaceutic Preparations
C0040377,tolmetin,C0013227,"Preparations, Pharmaceutic"
C0040377,tolmetin,C0013227,Drug medicamt or bio substnce
C0040377,tolmetin,C0013227,"Drug, medicament or biological substance"
C0040377,tolmetin,C0013227,Medicinal product (product)
C0040377,tolmetin,C0013227,Pharmaceuticals
C0040377,tolmetin,C0013227,Pharmaceutical
C0040377,tolmetin,C0013227,Pharmaceutical / biologic product
C0040377,tolmetin,C0013227,Pharmaceutical / biologic product (product)
C0040377,tolmetin,C0013227,"Drug, medicament or biological substance (substance)"
C0040377,tolmetin,C0013227,General drug type (product)
C0040377,tolmetin,C0013227,General drug type (substance)
C0040377,tolmetin,C0013227,Drug preparation (product)
C0040377,tolmetin,C0013227,Drug preparation (substance)
C0040377,tolmetin,C0013227,Drug Product
C0040377,tolmetin,C0013227,Drug (substance)
C0040377,tolmetin,C0013227,Medicinal product
C0040377,tolmetin,C0013227,medicinal products
C0040377,tolmetin,C0013227,Drug or medicament
C0040377,tolmetin,C0013227,Drug or medicament (substance)
C0040377,tolmetin,C0013227,Pharmaceutical Products
C0040377,tolmetin,C0013227,"Product, Pharmaceutical"
C0040377,tolmetin,C0013227,Pharmaceutical Product
C0040377,tolmetin,C0013227,"Products, Pharmaceutical"
C0040377,tolmetin,C0013227,PHARM PREPARATIONS
C0040377,tolmetin,C0013227,PREPARATIONS PHARM
C0040377,tolmetin,C0022634,Ketones
C0040377,tolmetin,C0022634,Ketone
C0040377,tolmetin,C0022634,"Ketone, NOS"
C0040377,tolmetin,C0022634,215 KETONES
C0040377,tolmetin,C0022634,Product containing ketone (product)
C0040377,tolmetin,C0022634,Ketone-containing product
C0040377,tolmetin,C0022634,Product containing ketone
C0040377,tolmetin,C0022634,Ketone product
C0040377,tolmetin,C0022634,Ketone (substance)
C0040377,tolmetin,C0085387,Cyclooxygenase Inhibitors
C0040377,tolmetin,C0085387,Cyclooxygenase inhibitor
C0040377,tolmetin,C0085387,"Inhibitor, Cyclooxygenase"
C0040377,tolmetin,C0085387,"Inhibitors, Cyclooxygenase"
C0040377,tolmetin,C0085387,Prostaglandin Synthesis Antagonists
C0040377,tolmetin,C0085387,"Antagonist, Prostaglandin Synthesis"
C0040377,tolmetin,C0085387,Prostaglandin Synthesis Antagonist
C0040377,tolmetin,C0085387,"Synthesis Antagonist, Prostaglandin"
C0040377,tolmetin,C0085387,"Antagonists, Prostaglandin Synthesis"
C0040377,tolmetin,C0085387,Prostaglandin Endoperoxide Synthase Inhibitors
C0040377,tolmetin,C0085387,Prostaglandin-endoperoxide synthase inhibitor
C0040377,tolmetin,C0085387,Prostaglandin Endoperoxide Synthase Inhibitor
C0040377,tolmetin,C0085387,"Inhibitors, Prostaglandin Endoperoxide Synthase"
C0040377,tolmetin,C0085387,"Inhibitors, Prostaglandin-Endoperoxide Synthase"
C0040377,tolmetin,C0085387,Prostaglandin Synthase Inhibitors
C0040377,tolmetin,C0085387,inhibitors prostaglandin synthase
C0040377,tolmetin,C0085387,"Inhibitor, Prostaglandin Synthase"
C0040377,tolmetin,C0085387,Prostaglandin Synthase Inhibitor
C0040377,tolmetin,C0085387,"Synthase Inhibitor, Prostaglandin"
C0040377,tolmetin,C0085387,"Inhibitors, Prostaglandin Synthase"
C0040377,tolmetin,C0085387,Prostaglandin G/H Synthase Inhibitor
C0040377,tolmetin,C0085387,PTGS inhibitor
C0040377,tolmetin,C0085387,Substance with prostaglandin-endoperoxide synthase inhibitor mechanism of action (substance)
C0040377,tolmetin,C0085387,Cyclo-Oxygenase Inhibitors
C0040377,tolmetin,C0085387,Cyclo Oxygenase Inhibitors
C0040377,tolmetin,C0085387,Cyclo Oxygenase Inhibitor
C0040377,tolmetin,C0085387,Cyclo-Oxygenase Inhibitor
C0040377,tolmetin,C0085387,"Inhibitor, Cyclo-Oxygenase"
C0040377,tolmetin,C0085387,"Inhibitors, Cyclo Oxygenase"
C0040377,tolmetin,C0085387,"Inhibitors, Cyclo-Oxygenase"
C0040377,tolmetin,C0085387,PG SYN ANTAG
C0040377,tolmetin,C0085387,CYCLO OXYGENASE INHIB
C0040377,tolmetin,C0085387,INHIB CYCLO OXYGENASE
C0040377,tolmetin,C0085387,CYCLOOXYGENASE INHIB
C0040377,tolmetin,C0085387,INHIB CYCLOOXYGENASE
C0040377,tolmetin,C0085387,INHIB PG ENDOPEROXIDE SYNTHASE
C0040377,tolmetin,C0085387,PG ENDOPEROXIDE SYNTHASE INHIB
C0040377,tolmetin,C0085387,INHIB PG SYNTHASE
C0040377,tolmetin,C0085387,PG SYNTHASE INHIB
C0040377,tolmetin,C0085387,COX inhibitor
C0040377,tolmetin,C0085387,Clyclooxygenases Inhibitor
C0040377,tolmetin,C0576784,Aromatic ketone
C0040377,tolmetin,C0576784,Aromatic ketone (substance)
C0040377,tolmetin,C1635031,Heteroaryl acetic acid
C0040377,tolmetin,C1635031,Heteroaryl acetic acid (substance)
C0040377,tolmetin,C3489010,pyrrole
C0040377,tolmetin,C3489010,Pyrrole (substance)
C0050403,aceclofenac,C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C0050403,aceclofenac,C0003211,NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0050403,aceclofenac,C0003211,"Non-steroidal anti-inflammatory agent, NOS"
C0050403,aceclofenac,C0003211,"Agent, Non-Steroidal Anti-Inflammatory"
C0050403,aceclofenac,C0003211,"Anti-Inflammatory Agent, Non-Steroidal"
C0050403,aceclofenac,C0003211,Non Steroidal Anti Inflammatory Agent
C0050403,aceclofenac,C0003211,Non-Steroidal Anti-Inflammatory Agent
C0050403,aceclofenac,C0003211,Non Steroidal Anti Inflammatory Agents
C0050403,aceclofenac,C0003211,NSAIDs
C0050403,aceclofenac,C0003211,NSAID
C0050403,aceclofenac,C0003211,Non-steroid anti-inflam. drug
C0050403,aceclofenac,C0003211,NSAID - Non-steroidal anti-inflammatory drug
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory drug
C0050403,aceclofenac,C0003211,603-604 NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0050403,aceclofenac,C0003211,NSAID medications
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory agent (product)
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory agent (substance)
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory product
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory product (substance)
C0050403,aceclofenac,C0003211,"Anti Inflammatory Agents, Nonsteroidal"
C0050403,aceclofenac,C0003211,Nonsteroidal anti-inflammatory agents
C0050403,aceclofenac,C0003211,Nonsteroidal anti-inflammatory agent
C0050403,aceclofenac,C0003211,"Agent, Nonsteroidal Anti-Inflammatory"
C0050403,aceclofenac,C0003211,"Anti-Inflammatory Agent, Nonsteroidal"
C0050403,aceclofenac,C0003211,Nonsteroidal Anti Inflammatory Agent
C0050403,aceclofenac,C0003211,Nonsteroidal Anti Inflammatory Agents
C0050403,aceclofenac,C0003211,"Antiinflammatory Agents, Non Steroidal"
C0050403,aceclofenac,C0003211,"Antiinflammatory Agents, Nonsteroidal"
C0050403,aceclofenac,C0003211,NONSTEROIDAL ANTIINFLAMMATORY AGENTS
C0050403,aceclofenac,C0003211,ANTIINFLAMMATORY AGENTS NONSTEROIDAL
C0050403,aceclofenac,C0003211,nonsteroidal antiinflammatory agent
C0050403,aceclofenac,C0003211,Nonsteroidal Anti-inflammatory Drugs
C0050403,aceclofenac,C0003211,nonsteroidal anti-inflammatory drug
C0050403,aceclofenac,C0003211,Nonsteroidal Antiinflammatory Drug
C0050403,aceclofenac,C0003211,Nonsteroidal antiinflammatory drugs
C0050403,aceclofenac,C0003211,ANTI INFLAMM AGENTS NONSTEROIDAL
C0050403,aceclofenac,C0003211,NSAIA
C0050403,aceclofenac,C0003211,ANTIINFLAMM AGENTS NON STEROIDAL
C0050403,aceclofenac,C0003211,NON STEROIDAL ANTI INFLAMM AGENTS
C0050403,aceclofenac,C0003211,AIANS
C0050403,aceclofenac,C0003211,nonsteroidal anti-inflammatory drugs (medication)
C0050403,aceclofenac,C0003211,Non-steroidal anti-inflammatory drug (substance)
C0050403,aceclofenac,C0003211,nonsteroidal anti-inflammatory drugs (NSAIDs)
C0050403,aceclofenac,C0004504,Azoles
C0050403,aceclofenac,C0004504,azole
C0050403,aceclofenac,C0004504,Azole-containing product
C0050403,aceclofenac,C0004504,Product containing azole
C0050403,aceclofenac,C0004504,Product containing azole (product)
C0050403,aceclofenac,C0004504,Azole product
C0050403,aceclofenac,C0004504,Azole (substance)
C0050403,aceclofenac,C0007066,Carboxylic Acids
C0050403,aceclofenac,C0007066,carboxylic acid
C0050403,aceclofenac,C0007066,"Carboxylic acid, NOS"
C0050403,aceclofenac,C0007066,"Acid, Carboxylic"
C0050403,aceclofenac,C0007066,"Acids, Carboxylic"
C0050403,aceclofenac,C0007066,Carboxylic acid (substance)
C0050403,aceclofenac,C0013227,Pharmaceutical Preparations
C0050403,aceclofenac,C0013227,pharmaceutical preparation
C0050403,aceclofenac,C0013227,"Preparation, Pharmaceutical"
C0050403,aceclofenac,C0013227,"Preparations, Pharmaceutical"
C0050403,aceclofenac,C0013227,Drugs
C0050403,aceclofenac,C0013227,Drug
C0050403,aceclofenac,C0013227,"Drug, NOS"
C0050403,aceclofenac,C0013227,Medicine
C0050403,aceclofenac,C0013227,Medicines
C0050403,aceclofenac,C0013227,"Medicine, NOS"
C0050403,aceclofenac,C0013227,Drug/agent
C0050403,aceclofenac,C0013227,General drug type
C0050403,aceclofenac,C0013227,"Drug preparation, NOS"
C0050403,aceclofenac,C0013227,Drug preparation
C0050403,aceclofenac,C0013227,Medication
C0050403,aceclofenac,C0013227,"Medication, NOS"
C0050403,aceclofenac,C0013227,medications
C0050403,aceclofenac,C0013227,Medication(s)
C0050403,aceclofenac,C0013227,Pharmaceutic Preparations
C0050403,aceclofenac,C0013227,"Preparations, Pharmaceutic"
C0050403,aceclofenac,C0013227,Drug medicamt or bio substnce
C0050403,aceclofenac,C0013227,"Drug, medicament or biological substance"
C0050403,aceclofenac,C0013227,Medicinal product (product)
C0050403,aceclofenac,C0013227,Pharmaceuticals
C0050403,aceclofenac,C0013227,Pharmaceutical
C0050403,aceclofenac,C0013227,Pharmaceutical / biologic product
C0050403,aceclofenac,C0013227,Pharmaceutical / biologic product (product)
C0050403,aceclofenac,C0013227,"Drug, medicament or biological substance (substance)"
C0050403,aceclofenac,C0013227,General drug type (product)
C0050403,aceclofenac,C0013227,General drug type (substance)
C0050403,aceclofenac,C0013227,Drug preparation (product)
C0050403,aceclofenac,C0013227,Drug preparation (substance)
C0050403,aceclofenac,C0013227,Drug Product
C0050403,aceclofenac,C0013227,Drug (substance)
C0050403,aceclofenac,C0013227,Medicinal product
C0050403,aceclofenac,C0013227,medicinal products
C0050403,aceclofenac,C0013227,Drug or medicament
C0050403,aceclofenac,C0013227,Drug or medicament (substance)
C0050403,aceclofenac,C0013227,Pharmaceutical Products
C0050403,aceclofenac,C0013227,"Product, Pharmaceutical"
C0050403,aceclofenac,C0013227,Pharmaceutical Product
C0050403,aceclofenac,C0013227,"Products, Pharmaceutical"
C0050403,aceclofenac,C0013227,PHARM PREPARATIONS
C0050403,aceclofenac,C0013227,PREPARATIONS PHARM
C0050403,aceclofenac,C0020247,"Hydrocarbons, Chlorinated"
C0050403,aceclofenac,C0020247,chlorinated hydrocarbons
C0050403,aceclofenac,C0020247,Hydrocarbons.chlorinated
C0050403,aceclofenac,C0020247,Chlorinated hydrocarbon
C0050403,aceclofenac,C0020247,"Chlorinated hydrocarbon, NOS"
C0050403,aceclofenac,C0020247,"Hydrocarbon, Chlorinated"
C0050403,aceclofenac,C0020247,Organochlorine Compounds
C0050403,aceclofenac,C0020247,"Compound, Organochlorine"
C0050403,aceclofenac,C0020247,Organochlorine Compound
C0050403,aceclofenac,C0020247,"Compounds, Organochlorine"
C0050403,aceclofenac,C0020247,Chlorohydrocarbons
C0050403,aceclofenac,C0020247,chlorohydrocarbon
C0050403,aceclofenac,C0020247,Chlorinated hydrocarbon product
C0050403,aceclofenac,C0020247,Product containing chlorinated hydrocarbon (product)
C0050403,aceclofenac,C0020247,Chlorinated hydrocarbon-containing product
C0050403,aceclofenac,C0020247,Product containing chlorinated hydrocarbon
C0050403,aceclofenac,C0020247,Chlorinated hydrocarbon (substance)
C0050403,aceclofenac,C0020247,Organochlorines
C0050403,aceclofenac,C0020247,"Chlorine Compounds, Organic"
C0050403,aceclofenac,C0020247,"Compounds, Organic Chlorine"
C0050403,aceclofenac,C0020247,Organic Chlorine Compounds
C0050403,aceclofenac,C0020247,ORGANOCHLORINE CPDS
C0050403,aceclofenac,C0021236,indole
C0050403,aceclofenac,C0021236,Indole (substance)
C0050403,aceclofenac,C0021236,"Indole, 3-Benzopyrrole, 1-benzazole"
C0050403,aceclofenac,C0244167,chlorobenzene
C0050403,aceclofenac,C0244167,monochlorobenzene
C0050403,aceclofenac,C0244167,Chlorobenzene (substance)
C0050403,aceclofenac,C2316833,Carboxylic acid and/or carboxylic acid derivative-containing product
C0050403,aceclofenac,C2316833,Carboxylic acid and carboxylic acid derivative (substance)
C0050403,aceclofenac,C2316833,Carboxylic acid and carboxylic acid derivative-containing product
C0050403,aceclofenac,C2316833,Product containing carboxylic acid and carboxylic acid derivative
C0050403,aceclofenac,C2316833,Product containing carboxylic acid and carboxylic acid derivative (product)
C0050403,aceclofenac,C2316833,Carboxylic acid and carboxylic acid derivative product
C0050403,aceclofenac,C2316833,Carboxylic acid and carboxylic acid derivative
C0050403,aceclofenac,C2316833,Product containing carboxylic acid and/or carboxylic acid derivative (product)
C0050403,aceclofenac,C2316833,Carboxylic acid and/or carboxylic acid derivative
C0050403,aceclofenac,C2316833,Carboxylic acid or carboxylic acid derivative
C0050403,aceclofenac,C2316833,Carboxylic acid and/or carboxylic acid derivative (substance)
C0050403,aceclofenac,C2316833,Carboxylic acid or carboxylic acid derivative (substance)
C0050403,aceclofenac,C2316835,Carboxylic ester
C0050403,aceclofenac,C2316835,Carboxylic ester (substance)
C0055447,chloroquine phosphate,C0002444,Amebicides
C0055447,chloroquine phosphate,C0002444,Amoebicides
C0055447,chloroquine phosphate,C0002444,amebicide
C0055447,chloroquine phosphate,C0002444,"Amebicide, NOS"
C0055447,chloroquine phosphate,C0002444,amoebicide
C0055447,chloroquine phosphate,C0002444,561 AMEBICIDES
C0055447,chloroquine phosphate,C0002444,Amebicide-containing product
C0055447,chloroquine phosphate,C0002444,Product containing amebicide
C0055447,chloroquine phosphate,C0002444,Amoebicide-containing product
C0055447,chloroquine phosphate,C0002444,Substance with amebicide mechanism of action
C0055447,chloroquine phosphate,C0002444,Substance with amebicide mechanism of action (substance)
C0055447,chloroquine phosphate,C0002444,Product containing amebicide (product)
C0055447,chloroquine phosphate,C0002444,Amebicide product
C0055447,chloroquine phosphate,C0002444,Amoebicide product
C0055447,chloroquine phosphate,C0002444,Amebicide (product)
C0055447,chloroquine phosphate,C0002444,Amoebicides (product)
C0055447,chloroquine phosphate,C0002444,Amebicide (substance)
C0055447,chloroquine phosphate,C0002444,amebicides (medication)
C0055447,chloroquine phosphate,C0003211,"Anti-Inflammatory Agents, Non-Steroidal"
C0055447,chloroquine phosphate,C0003211,NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0055447,chloroquine phosphate,C0003211,"Non-steroidal anti-inflammatory agent, NOS"
C0055447,chloroquine phosphate,C0003211,"Agent, Non-Steroidal Anti-Inflammatory"
C0055447,chloroquine phosphate,C0003211,"Anti-Inflammatory Agent, Non-Steroidal"
C0055447,chloroquine phosphate,C0003211,Non Steroidal Anti Inflammatory Agent
C0055447,chloroquine phosphate,C0003211,Non-Steroidal Anti-Inflammatory Agent
C0055447,chloroquine phosphate,C0003211,Non Steroidal Anti Inflammatory Agents
C0055447,chloroquine phosphate,C0003211,NSAIDs
C0055447,chloroquine phosphate,C0003211,NSAID
C0055447,chloroquine phosphate,C0003211,Non-steroid anti-inflam. drug
C0055447,chloroquine phosphate,C0003211,NSAID - Non-steroidal anti-inflammatory drug
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory drug
C0055447,chloroquine phosphate,C0003211,603-604 NON-STEROIDAL ANTI-INFLAMMATORY AGENTS
C0055447,chloroquine phosphate,C0003211,NSAID medications
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory agent (product)
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory agent (substance)
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory product
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory product (substance)
C0055447,chloroquine phosphate,C0003211,"Anti Inflammatory Agents, Nonsteroidal"
C0055447,chloroquine phosphate,C0003211,Nonsteroidal anti-inflammatory agents
C0055447,chloroquine phosphate,C0003211,Nonsteroidal anti-inflammatory agent
C0055447,chloroquine phosphate,C0003211,"Agent, Nonsteroidal Anti-Inflammatory"
C0055447,chloroquine phosphate,C0003211,"Anti-Inflammatory Agent, Nonsteroidal"
C0055447,chloroquine phosphate,C0003211,Nonsteroidal Anti Inflammatory Agent
C0055447,chloroquine phosphate,C0003211,Nonsteroidal Anti Inflammatory Agents
C0055447,chloroquine phosphate,C0003211,"Antiinflammatory Agents, Non Steroidal"
C0055447,chloroquine phosphate,C0003211,"Antiinflammatory Agents, Nonsteroidal"
C0055447,chloroquine phosphate,C0003211,NONSTEROIDAL ANTIINFLAMMATORY AGENTS
C0055447,chloroquine phosphate,C0003211,ANTIINFLAMMATORY AGENTS NONSTEROIDAL
C0055447,chloroquine phosphate,C0003211,nonsteroidal antiinflammatory agent
C0055447,chloroquine phosphate,C0003211,Nonsteroidal Anti-inflammatory Drugs
C0055447,chloroquine phosphate,C0003211,nonsteroidal anti-inflammatory drug
C0055447,chloroquine phosphate,C0003211,Nonsteroidal Antiinflammatory Drug
C0055447,chloroquine phosphate,C0003211,Nonsteroidal antiinflammatory drugs
C0055447,chloroquine phosphate,C0003211,ANTI INFLAMM AGENTS NONSTEROIDAL
C0055447,chloroquine phosphate,C0003211,NSAIA
C0055447,chloroquine phosphate,C0003211,ANTIINFLAMM AGENTS NON STEROIDAL
C0055447,chloroquine phosphate,C0003211,NON STEROIDAL ANTI INFLAMM AGENTS
C0055447,chloroquine phosphate,C0003211,AIANS
C0055447,chloroquine phosphate,C0003211,nonsteroidal anti-inflammatory drugs (medication)
C0055447,chloroquine phosphate,C0003211,Non-steroidal anti-inflammatory drug (substance)
C0055447,chloroquine phosphate,C0003211,nonsteroidal anti-inflammatory drugs (NSAIDs)
C0055447,chloroquine phosphate,C0003374,Antimalarials
C0055447,chloroquine phosphate,C0003374,antimalarial
C0055447,chloroquine phosphate,C0003374,Antimalarial Agents
C0055447,chloroquine phosphate,C0003374,antimalarial agent
C0055447,chloroquine phosphate,C0003374,"Antimalarial agent, NOS"
C0055447,chloroquine phosphate,C0003374,"Agent, Antimalarial"
C0055447,chloroquine phosphate,C0003374,"Agents, Antimalarial"
C0055447,chloroquine phosphate,C0003374,Antimalarial Drugs
C0055447,chloroquine phosphate,C0003374,Antimalarial drug
C0055447,chloroquine phosphate,C0003374,"Drug, Antimalarial"
