Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
nk | nk | [C0022688] | [C0022688]| [ cell ]  |  [ cell ]  | 1939 | 1939
nl | nl | [C0560008] | [C0560008]| [ quantitative concept ]  |  [ quantitative concept ]  | 15019 | 15019
hospital wards | hospital wards | [C0259944] | [C0259944]| [ health care related organization ]  |  [ health care related organization ]  | 338023 | 338023
nm | nm | [C1853926] | [C1853926]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 2137 | 2137
60ml | 60ml | [C0470430] | [C0470430]| [ quantitative concept ]  |  [ quantitative concept ]  | 447163 | 447163
vascular insufficiency | vascular insufficiency | [C0232352] | [C0232352]| [ pathologic function ]  |  [ pathologic function ]  | 174297 | 174297
code | code | [C0805701, C0919279] | [C0805701, C0919279]| [ intellectual product ]  ;  [ intellectual product ]  |  [ intellectual product ]  ;  [ intellectual product ]  | 99919 | 99919
potassium | potassium | [C0202194, C0304475] | [C0202194, C0304475]| [ laboratory procedure ]  ;  [ pharmacologic substance / inorganic chemical ]  |  [ laboratory procedure ]  ;  [ pharmacologic substance / inorganic chemical ]  | 169236 | 169236
university hospital | university hospital | [C0020028] | [C0020028]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 197360 | 197360
nr | nr | [C0027496, C0068711] | [C0027496, C0068711]| [ geographic area ]  ;  [ organic chemical / vitamin ]  |  [ geographic area ]  ;  [ organic chemical / vitamin ]  | 240 | 240
hammer | hammer | [C0181107] | [C0181107]| [ manufactured object ]  |  [ manufactured object ]  | 171595 | 171595
ns | ns | [C1112705, C1423506] | [C1112705, C1423506]| [ disease or syndrome ]  ;  [ gene or genome ]  |  [ disease or syndrome ]  ;  [ gene or genome ]  | 136 | 136
haematology | haematology | [C0200627] | [C0200627]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 187527 | 187527
mixed | mixed | [C0205430] | [C0205430]| [ functional concept ]  |  [ functional concept ]  | 24247 | 24247
fasting | fasting plasma glucose measurement | [C0015663] | [C0583513]| [ finding ]  |  [ laboratory procedure ]  | 149662 | 149662
ny | ny | [C1879958] | [C1879958]| [ intellectual product ]  |  [ intellectual product ]  | 307 | 307
depressive illness | depressive illness | [C0011581] | [C0011581]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 486409 | 486409
nz | nz | [C0027978] | [C0027978]| [ geographic area ]  |  [ geographic area ]  | 26409 | 26409
hemoglobin | hemoglobin variants | [C1561562] | [C1287255]| [ finding ]  |  [ laboratory or test result ]  | 345173 | 345173
pre-clinical | pre-clinical | [C1709630] | [C1709630]| [ qualitative concept ]  |  [ qualitative concept ]  | 244967 | 244967
hyperglycemia | hyperglycemia | [C0020456] | [C0020456]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 3735 | 3735
elders | elders | [C0994408] | [C0994408]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 492875 | 492875
od | od | [C1268822] | [C1268822]| [ clinical attribute ]  |  [ clinical attribute ]  | 294 | 294
ls11 | ls11 | [C1328648] | [C1328648]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 144526 | 144526
oe | oe | [C1551089] | [C1551089]| [ quantitative concept ]  |  [ quantitative concept ]  | 30344 | 30344
reserve | reserve | [C2347957] | [C2347957]| [ activity ]  |  [ activity ]  | 78698 | 78698
oh | oh | [C0700307] | [C0700307]| [ inorganic chemical ]  |  [ inorganic chemical ]  | 573 | 573
clindamycin | clindamycin | [C0008947] | [C0008947]| [ organic chemical / antibiotic ]  |  [ organic chemical / antibiotic ]  | 174039 | 174039
bethel | bethel | [C1551853] | [C1551853]| [ population group ]  |  [ population group ]  | 29797 | 29797
occupied | occupied | [C1548223] | [C1548223]| [ idea or concept ]  |  [ idea or concept ]  | 148993 | 148993
hear | hear | [C0018767] | [C0018767]| [ physiologic function ]  |  [ physiologic function ]  | 12832 | 12832
on | on admission | [C1420342] | [C0457453]| [ gene or genome ]  |  [ temporal concept ]  | 338068 | 338068
brief | brief | [C1282927] | [C1282927]| [ qualitative concept ]  |  [ qualitative concept ]  | 211010 | 211010
op | op | [C2336409] | [C2336409]| [ body location or region ]  |  [ body location or region ]  | 67 | 67
assessments | assessments | [C1261322] | [C1261322]| [ health care activity ]  |  [ health care activity ]  | 139742 | 139742
type 1 diabetes | type 1 diabetes | [C0011854] | [C0011854]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 184722 | 184722
psychological problems | psychological problems | [C0848067] | [C0848067]| [ finding ]  |  [ finding ]  | 290019 | 290019
determine | determine eligibility | [C0521095] | [C0677187]| [ qualitative concept ]  |  [ health care activity ]  | 44648 | 44648
ow | ow | [C3498117] | [C3498117]| [ tissue ]  |  [ tissue ]  | 3862 | 3862
ox | ox | [C1415500] | [C1415500]| [ gene or genome ]  |  [ gene or genome ]  | 51686 | 51686
aerobic | aerobic activity | [C1510824] | [C0001701]| [ qualitative concept ]  |  [ therapeutic or preventive procedure ]  | 294775 | 294775
decreasing | decreasing | [C1718423] | [C1718423]| [ finding ]  |  [ finding ]  | 350770 | 350770
impairments | impairments | [C0684336] | [C0684336]| [ finding ]  |  [ finding ]  | 487407 | 487407
e ag | e ag | [C0443803] | [C0443803]| [ amino acid, peptide, or protein / immunologic factor ]  |  [ amino acid, peptide, or protein / immunologic factor ]  | 19080 | 19080
pinhole | pinhole | [C0450042] | [C0450042]| [ medical device ]  |  [ medical device ]  | 165436 | 165436
pa | pa | [C1414426, C1418225, C1418892] | [C1414426, C1418225, C1418892]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 601 | 601
phoenix | phoenix | [C1080696] | [C1080696]| [ plant ]  |  [ plant ]  | 510685 | 510685
pd | pd | [C1335499] | [C1335499]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 3362 | 3362
pe | pe | [C1412446] | [C1412446]| [ gene or genome ]  |  [ gene or genome ]  | 68 | 68
manuscript | manuscript | [C0600659] | [C0600659]| [ manufactured object / intellectual product ]  |  [ manufactured object / intellectual product ]  | 48962 | 48962
pg | pg | [C1266240, C1334295] | [C1266240, C1334295]| [ laboratory procedure ]  ;  [ gene or genome ]  |  [ laboratory procedure ]  ;  [ gene or genome ]  | 5773 | 5773
ph | ph | [C1304686, C1418251] | [C1304686, C1418251]| [ finding ]  ;  [ gene or genome ]  |  [ finding ]  ;  [ gene or genome ]  | 3059 | 3059
pi | pi | [C1418544] | [C1418544]| [ gene or genome ]  |  [ gene or genome ]  | 1012 | 1012
communicating | communicating | [C0566001] | [C0566001]| [ finding ]  |  [ finding ]  | 140778 | 140778
pk | pk | [C1709665] | [C1709665]| [ conceptual entity ]  |  [ conceptual entity ]  | 31268 | 31268
pl | pl | [C1334038, C1413752, C1418708] | [C1334038, C1413752, C1418708]| [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 5217 | 5217
pm | pm | [C1418866] | [C1418866]| [ gene or genome ]  |  [ gene or genome ]  | 32068 | 32068
pn | pn | [C1424662] | [C1424662]| [ gene or genome ]  |  [ gene or genome ]  | 429280 | 429280
sitting | sitting | [C0277814] | [C0277814]| [ finding ]  |  [ finding ]  | 158079 | 158079
po | po | [C1527415] | [C1527415]| [ functional concept ]  |  [ functional concept ]  | 2124 | 2124
mortality rates | mortality rates | [C0205848] | [C0205848]| [ quantitative concept ]  |  [ quantitative concept ]  | 417263 | 417263
pr | pr | [C1366500, C1418893] | [C1366500, C1418893]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 292 | 292
indications | indications | [C0392360] | [C0392360]| [ idea or concept ]  |  [ idea or concept ]  | 94657 | 94657
ps | ps | [C1418867] | [C1418867]| [ gene or genome ]  |  [ gene or genome ]  | 4156 | 4156
nation | nation | [C1555720] | [C1555720]| [ organization ]  |  [ organization ]  | 2149 | 2149
sliding scale | sliding scale | [C2937251] | [C2937251]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 505307 | 505307
registered | registered | [C1514821] | [C1514821]| [ health care activity ]  |  [ health care activity ]  | 112073 | 112073
adaptation | adaptation | [C0392673] | [C0392673]| [ biologic function ]  |  [ biologic function ]  | 95613 | 95613
rate response | rate response | [C0237629] | [C0237629]| [ temporal concept ]  |  [ temporal concept ]  | 177775 | 177775
py | py | [C0030428, C0030657, C0034229] | [C0030428, C0030657, C0034229]| [ geographic area ]  ;  [ intellectual product ]  ;  [ body part, organ, or organ component ]  |  [ geographic area ]  ;  [ intellectual product ]  ;  [ body part, organ, or organ component ]  | 367 | 367
treatment guidelines | treatment guidelines | [C0935576] | [C0935576]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 297472 | 297472
periodically | periodically | [C0332182] | [C0332182]| [ temporal concept ]  |  [ temporal concept ]  | 141221 | 141221
cation | cation | [C0007447] | [C0007447]| [ chemical viewed structurally ]  |  [ chemical viewed structurally ]  | 4768 | 4768
once or twice | once or twice | [C3853087, C4086661] | [C3853087, C4086661]| [ temporal concept ]  ;  [ intellectual product ]  |  [ temporal concept ]  ;  [ intellectual product ]  | 25537 | 25537
ther | ther | [C0039798, C0087111] | [C0039798, C0087111]| [ functional concept ]  ;  [ therapeutic or preventive procedure ]  |  [ functional concept ]  ;  [ therapeutic or preventive procedure ]  | 3687 | 3687
recent | recent memory | [C0332185] | [C0233792]| [ temporal concept ]  |  [ mental process ]  | 477960 | 477960
s1 | s1 | [C1179704, C1419027] | [C1179704, C1419027]| [ body location or region ]  ;  [ gene or genome ]  |  [ body location or region ]  ;  [ gene or genome ]  | 28422 | 28422
health systems | health systems | [C1456613] | [C1456613]| [ governmental or regulatory activity ]  |  [ governmental or regulatory activity ]  | 49720 | 49720
test results | test results | [C0456984] | [C0456984]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 6500 | 6500
s6 | s6 | [C1419024, C1419741] | [C1419024, C1419741]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 143729 | 143729
old | old age | [C0580836, C0677546] | [C1999167]| [ temporal concept ]  ;  [ temporal concept ]  |  [ temporal concept ]  | 390848 | 390848
lowered | lowered | [C1272755] | [C1272755]| [ finding ]  |  [ finding ]  | 27488 | 27488
diseases | diseases | [C0012634] | [C0012634]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 14082 | 14082
synergistic | synergistic | [C2986495] | [C2986495]| [ qualitative concept ]  |  [ qualitative concept ]  | 407905 | 407905
then | then | [C1720594, C1883708] | [C1720594, C1883708]| [ intellectual product ]  ;  [ temporal concept ]  |  [ intellectual product ]  ;  [ temporal concept ]  | 17530 | 17530
mitchell | mitchell | [C0014804] | [C0014804]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 423666 | 423666
ra | ra | [C0002893, C0003873, C0034625, C0178837] | [C0002893, C0003873, C0034625, C0178837]| [ disease or syndrome ]  ;  [ disease or syndrome ]  ;  [ pharmacologic substance / element, ion, or isotope ]  ;  [ geographic area ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  ;  [ pharmacologic substance / element, ion, or isotope ]  ;  [ geographic area ]  | 442 | 442
rb | rb | [C0694889] | [C0694889]| [ gene or genome ]  |  [ gene or genome ]  | 31844 | 31844
rc | rc | [C1167159, C1419366] | [C1167159, C1419366]| [ cell component ]  ;  [ gene or genome ]  |  [ cell component ]  ;  [ gene or genome ]  | 161 | 161
re | re | [C0556581, C0586866] | [C0556581, C0586866]| [ quantitative concept ]  ;  [ professional or occupational group ]  |  [ quantitative concept ]  ;  [ professional or occupational group ]  | 123 | 123
cognitive | cognitive decline | [C1516691] | [C0234985, C0338656]| [ functional concept ]  |  [ mental or behavioral dysfunction ]  ;  [ mental or behavioral dysfunction ]  | 283063 | 283063
concepts | concepts | [C0178566] | [C0178566]| [ idea or concept ]  |  [ idea or concept ]  | 125138 | 125138
rg | rg | [C1412999] | [C1412999]| [ gene or genome ]  |  [ gene or genome ]  | 200 | 200
rh | rh | [C1419381, C1419382] | [C1419381, C1419382]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 696 | 696
adopt | adopt | [C0425382] | [C0425382]| [ finding ]  |  [ finding ]  | 130526 | 130526
ri | ri | [C1826843] | [C1826843]| [ gene or genome ]  |  [ gene or genome ]  | 91 | 91
obtained | obtained | [C1301820] | [C1301820]| [ functional concept ]  |  [ functional concept ]  | 25943 | 25943
rm | rm | [C2951520] | [C2951520]| [ body location or region ]  |  [ body location or region ]  | 111 | 111
rn | rn | [C1421254, C1425287] | [C1421254, C1425287]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 975 | 975
ro | ro | [C1413096] | [C1413096]| [ gene or genome ]  |  [ gene or genome ]  | 293 | 293
device | device | [C0699733] | [C0699733]| [ manufactured object ]  |  [ manufactured object ]  | 160211 | 160211
rp | rp | [C1537983, C1538326] | [C1537983, C1538326]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 3999 | 3999
rr | rr | [C0231832] | [C0231832]| [ clinical attribute ]  |  [ clinical attribute ]  | 4117 | 4117
rs | rs | [C1418596, C1419764] | [C1418596, C1419764]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 1058 | 1058
have diabetes | have diabetes | [C3829804] | [C3829804]| [ intellectual product ]  |  [ intellectual product ]  | 252331 | 252331
activity | activity | [C0441655] | [C0441655]| [ activity ]  |  [ activity ]  | 15976 | 15976
rw | rw | [C0035978] | [C0035978]| [ geographic area ]  |  [ geographic area ]  | 3538 | 3538
glucosidase inhibitor | glucosidase inhibitor | [C1512211] | [C1512211]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 18302 | 18302
blood glucose levels | blood glucose levels | [C0428554] | [C0428554]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 318523 | 318523
united states | united states | [C0041703] | [C0041703]| [ geographic area ]  |  [ geographic area ]  | 38505 | 38505
communications equipment | communications equipment | [C0729569] | [C0729569]| [ manufactured object ]  |  [ manufactured object ]  | 269268 | 269268
medical research | medical research council | [C0079816] | [C5239206]| [ research activity ]  |  [ health care related organization ]  | 227835 | 227835
glucose monitoring | glucose monitoring | [C0202048] | [C0202048]| [ health care activity ]  |  [ health care activity ]  | 148600 | 148600
lower blood pressure | lower blood pressure | [C0020649] | [C0020649]| [ finding ]  |  [ finding ]  | 392582 | 392582
seek | seek | [C5239649] | [C5239649]| [ intellectual product ]  |  [ intellectual product ]  | 136659 | 136659
sa | sa | [C1539696, C1825840] | [C1539696, C1825840]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 669 | 669
risk of fracture | risk of fracture | [C4716875] | [C4716875]| [ finding ]  |  [ finding ]  | 494264 | 494264
sc | sc | [C1292292, C1423697] | [C1292292, C1423697]| [ body system ]  ;  [ gene or genome ]  |  [ body system ]  ;  [ gene or genome ]  | 1956 | 1956
sd | sd | [C1096903, C1335589, C1420113] | [C1096903, C1335589, C1420113]| [ disease or syndrome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ disease or syndrome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 29070 | 29070
coronary disease | coronary disease | [C1956346] | [C1956346]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 412354 | 412354
se | se | [C1414863] | [C1414863]| [ gene or genome ]  |  [ gene or genome ]  | 172 | 172
sf | sf | [C1366480, C1442521] | [C1366480, C1442521]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 90831 | 90831
heel | heel | [C1285019] | [C1285019]| [ body location or region ]  |  [ body location or region ]  | 37172 | 37172
sg | sg | [C0037173, C0152346] | [C0037173, C0152346]| [ geographic area ]  ;  [ body part, organ, or organ component ]  |  [ geographic area ]  ;  [ body part, organ, or organ component ]  | 18164 | 18164
variety | variety | [C1883525] | [C1883525]| [ conceptual entity ]  |  [ conceptual entity ]  | 471240 | 471240
sh | sh | [C0038108] | [C0038108]| [ geographic area ]  |  [ geographic area ]  | 5566 | 5566
sj | sj | [C2986905] | [C2986905]| [ idea or concept ]  |  [ idea or concept ]  | 28462 | 28462
sk | sk | [C1414057] | [C1414057]| [ gene or genome ]  |  [ gene or genome ]  | 10166 | 10166
sl | sl | [C2338991] | [C2338991]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 13406 | 13406
sm | sm | [C0228321] | [C0228321]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 953 | 953
sn | sn | [C1335805, C1420266] | [C1335805, C1420266]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 4816 | 4816
fourth-line therapy | fourth-line therapy | [C4524695] | [C4524695]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 358058 | 358058
pump | insulin pump therapy | [C1556080] | [C5442412]| [ quantitative concept ]  |  [ therapeutic or preventive procedure ]  | 157059 | 157051
sp | sp | [C1420701] | [C1420701]| [ gene or genome ]  |  [ gene or genome ]  | 1011 | 1011
email | email | [C1553519, C1705961] | [C1553519, C1705961]| [ functional concept ]  ;  [ intellectual product ]  |  [ functional concept ]  ;  [ intellectual product ]  | 97944 | 97944
sr | sr | [C1335851, C1430654] | [C1335851, C1430654]| [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  |  [ gene or genome ]  ;  [ amino acid, peptide, or protein / biologically active substance ]  | 28447 | 28447
ss | ss | [C1415374, C1420041] | [C1415374, C1420041]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 76 | 76
st | st | [C2330299] | [C2330299]| [ body location or region ]  |  [ body location or region ]  | 89 | 89
su | su | [C1705534] | [C1705534]| [ intellectual product ]  |  [ intellectual product ]  | 625 | 625
artery stenosis | artery stenosis | [C0038449] | [C0038449]| [ pathologic function ]  |  [ pathologic function ]  | 205834 | 205834
intern | intern | [C1144859] | [C1144859]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 971 | 971
sw | sw | [C1420193] | [C1420193]| [ gene or genome ]  |  [ gene or genome ]  | 24228 | 24228
decision | clinical decision making | [C0679006] | [C4042877]| [ mental process ]  |  [ diagnostic procedure ]  | 123585 | 123576
sy | sy | [C1706466] | [C1706466]| [ intellectual product ]  |  [ intellectual product ]  | 6409 | 6409
specialized nurse | specialized nurse | [C0334937] | [C0334937]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 100893 | 100893
neuro | neuro | [C0205494] | [C0205494]| [ qualitative concept ]  |  [ qualitative concept ]  | 140382 | 140382
one | one year | [C0205447] | [C4082117]| [ quantitative concept ]  |  [ temporal concept ]  | 250742 | 250742
analyzed | analyzed | [C0936012] | [C0936012]| [ research activity ]  |  [ research activity ]  | 6647 | 6647
started | started | [C1272689] | [C1272689]| [ qualitative concept ]  |  [ qualitative concept ]  | 500301 | 500301
study population | study population | [C2348561] | [C2348561]| [ population group ]  |  [ population group ]  | 199173 | 199173
depression scale | depression scale | [C0679604] | [C0679604]| [ intellectual product ]  |  [ intellectual product ]  | 295483 | 295483
ta | ta | [C1705538] | [C1705538]| [ intellectual product ]  |  [ intellectual product ]  | 947 | 947
mmol/l | mmol/l | [C1532563] | [C1532563]| [ quantitative concept ]  |  [ quantitative concept ]  | 102191 | 102191
tc | tc | [C1824670] | [C1824670]| [ gene or genome ]  |  [ gene or genome ]  | 3851 | 3851
i e | i e | [C0683454] | [C0683454]| [ intellectual product ]  |  [ intellectual product ]  | 29456 | 29456
op2 | op2 | [C1412806] | [C1412806]| [ gene or genome ]  |  [ gene or genome ]  | 476967 | 476967
single | single | [C1549113] | [C1549113]| [ finding ]  |  [ finding ]  | 19075 | 19075
td | td | [C1868678] | [C1868678]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 90567 | 90567
op1 | op1 | [C1332428] | [C1332428]| [ gene or genome ]  |  [ gene or genome ]  | 476580 | 476580
te | te | [C1705540] | [C1705540]| [ intellectual product ]  |  [ intellectual product ]  | 95 | 95
newly diagnosed | newly diagnosed | [C1518321] | [C1518321]| [ qualitative concept ]  |  [ qualitative concept ]  | 17806 | 17806
th | th | [C1420718] | [C1420718]| [ gene or genome ]  |  [ gene or genome ]  | 56 | 56
functional status | functional status | [C1315032] | [C1315032]| [ intellectual product ]  |  [ intellectual product ]  | 481865 | 481865
acidosis | acidosis | [C0220981] | [C0220981]| [ pathologic function ]  |  [ pathologic function ]  | 188844 | 188844
tj | tj | [C0039247] | [C0039247]| [ geographic area ]  |  [ geographic area ]  | 124819 | 124819
tl | tl | [C1452561] | [C1452561]| [ geographic area ]  |  [ geographic area ]  | 9428 | 9428
assist | assist | [C1269765] | [C1269765]| [ qualitative concept ]  |  [ qualitative concept ]  | 44260 | 44260
tm | tm | [C1705488] | [C1705488]| [ clinical attribute ]  |  [ clinical attribute ]  | 962 | 962
consequent | consequent | [C3845876] | [C3845876]| [ finding ]  |  [ finding ]  | 317190 | 317190
reviewed by | reviewed by | [C1709941] | [C1709941]| [ qualitative concept ]  |  [ qualitative concept ]  | 50279 | 50279
diabetes in pregnancy | diabetes in pregnancy | [C0032969, C0085207] | [C0032969, C0085207]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  | 180986 | 180986
complicated by | complicated by | [C0231242] | [C0231242]| [ functional concept ]  |  [ functional concept ]  | 159305 | 159305
ts | ts | [C1284078, C1366824, C1413057, C1420620] | [C1284078, C1366824, C1413057, C1420620]| [ body part, organ, or organ component ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ body part, organ, or organ component ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 236 | 236
tt | tt | [C0677634] | [C0677634]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 141 | 141
country | country | [C1511538, C1550710, C1610174, C1879931] | [C1511538, C1550710, C1610174, C1879931]| [ classification ]  ;  [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  |  [ classification ]  ;  [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  | 53169 | 53169
commercial | commercial | [C0680536] | [C0680536]| [ intellectual product ]  |  [ intellectual product ]  | 156 | 156
joint | joint | [C1269611] | [C1269611]| [ body space or junction ]  |  [ body space or junction ]  | 49332 | 49332
3 hours | 3 hours | [C1442460] | [C1442460]| [ temporal concept ]  |  [ temporal concept ]  | 103367 | 103367
separate | separate | [C0443299] | [C0443299]| [ qualitative concept ]  |  [ qualitative concept ]  | 6544 | 6544
urine | urine albumin | [C1547942, C1610733] | [C2362049]| [ intellectual product ]  ;  [ body substance ]  |  [ amino acid, peptide, or protein ]  | 168270 | 168270
rules | rules | [C0870077] | [C0870077]| [ intellectual product ]  |  [ intellectual product ]  | 102772 | 102772
3-5 days | 3-5 days | [C3843196] | [C3843196]| [ finding ]  |  [ finding ]  | 294689 | 294689
palpation of foot | palpation of foot | [C2233855] | [C2233855]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 171966 | 171966
uc | uc | [C0009324] | [C0009324]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 296 | 296
trustworthiness | trustworthiness | [C2370864] | [C2370864]| [ mental process ]  |  [ mental process ]  | 78368 | 78368
smoker | smoker | [C3241966] | [C3241966]| [ finding ]  |  [ finding ]  | 161991 | 161991
ui | ui | [C1421312] | [C1421312]| [ gene or genome ]  |  [ gene or genome ]  | 451 | 451
awareness | awareness | [C0004448] | [C0004448]| [ mental process ]  |  [ mental process ]  | 187157 | 187157
intensification | intensification | [C5420039] | [C5420039]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 24858 | 24858
un | un | [C0228252] | [C0228252]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 99 | 99
details | details | [C1522508] | [C1522508]| [ qualitative concept ]  |  [ qualitative concept ]  | 129707 | 129707
aids | aids | [C0001175] | [C0001175]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 261766 | 261766
up | up to | [C1282910, C1282911, C1421363] | [C0547043]| [ spatial concept ]  ;  [ spatial concept ]  ;  [ gene or genome ]  |  [ spatial concept ]  | 144419 | 144419
deformities | deformities | [C1527361] | [C1527361]| [ qualitative concept ]  |  [ qualitative concept ]  | 172774 | 172774
tier 2 | tier 2 | [C5425882] | [C5425882]| [ classification ]  |  [ classification ]  | 62816 | 62816
us | us | [C0815353] | [C0815353]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 267 | 267
ensure | ensure | [C0218063] | [C0218063]| [ food ]  |  [ food ]  | 101023 | 101023
usual | usual | [C3538928] | [C3538928]| [ qualitative concept ]  |  [ qualitative concept ]  | 94879 | 94879
this | this | [C1080058] | [C1080058]| [ eukaryote ]  |  [ eukaryote ]  | 56 | 56
nelson | nelson | [C0027577] | [C0027577]| [ neoplastic process ]  |  [ neoplastic process ]  | 494415 | 494415
va | va | [C0429753] | [C0429753]| [ finding ]  |  [ finding ]  | 3840 | 3840
ve | ve | [C0042469, C0042600, C0042614] | [C0042469, C0042600, C0042614]| [ geographic area ]  ;  [ body part, organ, or organ component ]  ;  [ qualitative concept ]  |  [ geographic area ]  ;  [ body part, organ, or organ component ]  ;  [ qualitative concept ]  | 128 | 128
gastrointestinal | gastrointestinal tract | [C1314977, C1333803] | [C1281182]| [ intellectual product ]  ;  [ finding ]  |  [ body system ]  | 300750 | 300750
andersen | andersen | [C0017923] | [C0017923]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 428636 | 428636
regular physical activity | regular physical activity | [C0815170] | [C0815170]| [ daily or recreational activity ]  |  [ daily or recreational activity ]  | 146423 | 146423
vl | vl | [C1424729] | [C1424729]| [ gene or genome ]  |  [ gene or genome ]  | 278749 | 278749
failure | heart failure with reduced ejection fraction | [C0680095] | [C3839346]| [ individual behavior ]  |  [ disease or syndrome ]  | 213831 | 213825
vm | vm | [C0280991] | [C0280991]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 164317 | 164317
exercise training | exercise training | [C4279936] | [C4279936]| [ daily or recreational activity ]  |  [ daily or recreational activity ]  | 314847 | 314847
laboratories | laboratories | [C0022877] | [C0022877]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 104531 | 104531
nutritional | nutritional counselling | [C1521739] | [C0204932]| [ qualitative concept ]  |  [ educational activity ]  | 146194 | 146194
region | region | [C0205147] | [C0205147]| [ spatial concept ]  |  [ spatial concept ]  | 15664 | 15664
haemoglobin a | haemoglobin a | [C0019016] | [C0019016]| [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 336239 | 336239
support | decision support systems | [C1171411, C1317973] | [C0870393]| [ organic chemical / pharmacologic substance / vitamin ]  ;  [ clinical attribute ]  |  [ manufactured object / intellectual product ]  | 137646 | 137637
yearly | yearly | [C0439508] | [C0439508]| [ temporal concept ]  |  [ temporal concept ]  | 143471 | 143471
pharmacologic | pharmacologic | [C0205464] | [C0205464]| [ functional concept ]  |  [ functional concept ]  | 54129 | 54129
changed | changed | [C0443172] | [C0443172]| [ quantitative concept ]  |  [ quantitative concept ]  | 95557 | 95557
