MedicationCui,MedicationStr,ClassCui,ClassStr
C0795633,"insulin isophane, human",C0795635,Insulin regular
C0795633,"insulin isophane, human",C0795635,"insulin, regular"
C0795633,"insulin isophane, human",C0795635,Human insulin
C0795633,"insulin isophane, human",C0795635,insulin (human)
C0795633,"insulin isophane, human",C0795635,"Insulin, human"
C0795633,"insulin isophane, human",C0795635,INSULIN HUMAN
C0795633,"insulin isophane, human",C0795635,"Human insulin, NOS"
C0795633,"insulin isophane, human",C0795635,insulin regular human recombinant
C0795633,"insulin isophane, human",C0795635,"insulin regular, human semi-synthetic"
C0795633,"insulin isophane, human",C0795635,High molecular weight insulin human
C0795633,"insulin isophane, human",C0795635,Product containing human insulin soluble (medicinal product)
C0795633,"insulin isophane, human",C0795635,Human insulin soluble-containing product
C0795633,"insulin isophane, human",C0795635,Product containing human insulin soluble
C0795633,"insulin isophane, human",C0795635,Human insulin-containing product
C0795633,"insulin isophane, human",C0795635,Product containing human insulin
C0795633,"insulin isophane, human",C0795635,Product containing human insulin (medicinal product)
C0795633,"insulin isophane, human",C0795635,Insulina regular
C0795633,"insulin isophane, human",C0795635,Product containing human regular insulin (medicinal product)
C0795633,"insulin isophane, human",C0795635,Product containing human insulin (product)
C0795633,"insulin isophane, human",C0795635,Human regular insulin (substance)
C0795633,"insulin isophane, human",C0795635,Human regular insulin-containing product
C0795633,"insulin isophane, human",C0795635,"INSULIN,REGULAR,HUMAN/rDNA"
C0795633,"insulin isophane, human",C0795635,Insulin human regular (rDNA)
C0795633,"insulin isophane, human",C0795635,"INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
C0795633,"insulin isophane, human",C0795635,Human insulin preparation
C0795633,"insulin isophane, human",C0795635,Semisynthetic human insulin preparation
C0795633,"insulin isophane, human",C0795635,Semisynthetic human insulin preparation (substance)
C0795633,"insulin isophane, human",C0795635,Human insulin preparation (substance)
C0795633,"insulin isophane, human",C0795635,Human insulin product
C0795633,"insulin isophane, human",C0795635,Human insulin product (product)
C0795633,"insulin isophane, human",C0795635,Semisynthetic human insulin (substance)
C0795633,"insulin isophane, human",C0795635,Human insulin (substance)
C0795633,"insulin isophane, human",C0795635,Human insulin soluble product
C0795633,"insulin isophane, human",C0795635,Insulin soluble human (product)
C0795633,"insulin isophane, human",C0795635,Human insulin soluble
C0795633,"insulin isophane, human",C0795635,Insulin soluble human
C0795633,"insulin isophane, human",C0795635,Human insulin soluble (substance)
C0795633,"insulin isophane, human",C0795635,regular human insulin (medication)
C0795633,"insulin isophane, human",C4708148,Protamine and/or protamine derivative
C0795633,"insulin isophane, human",C4708148,Protamine and protamine derivative (substance)
C0795633,"insulin isophane, human",C4708148,Protamine and protamine derivative
C0795633,"insulin isophane, human",C4708148,Protamine and/or protamine derivative (substance)
C0795633,"insulin isophane, human",C4721874,human insulin
C0795633,"insulin isophane, human",C4721874,INSULIN HUMAN
C0795633,"insulin isophane, human",C4721874,"insulin, human"
C0795633,"insulin isophane, human",C4721874,human insulin (medication)
C0795635,"insulin, regular, human",C0021641,Insulin
C0795635,"insulin, regular, human",C0021641,insulins
C0795635,"insulin, regular, human",C0021641,insulin preparations
C0795635,"insulin, regular, human",C0021641,"Insulin preparation, NOS"
C0795635,"insulin, regular, human",C0021641,insulin preparation
C0795635,"insulin, regular, human",C0021641,Regular insulin preparation
C0795635,"insulin, regular, human",C0021641,Unmodified insulin preparation
C0795635,"insulin, regular, human",C0021641,Insulin product
C0795635,"insulin, regular, human",C0021641,insulin products
C0795635,"insulin, regular, human",C0021641,"Insulin, Regular"
C0795635,"insulin, regular, human",C0021641,regular insulin
C0795635,"insulin, regular, human",C0021641,insulin regular
C0795635,"insulin, regular, human",C0021641,Soluble Insulin
C0795635,"insulin, regular, human",C0021641,Insulin soluble
C0795635,"insulin, regular, human",C0021641,"Insulin, Soluble"
C0795635,"insulin, regular, human",C0021641,A22 INSULIN PREPARATIONS
C0795635,"insulin, regular, human",C0021641,Insulin-containing product
C0795635,"insulin, regular, human",C0021641,Product containing insulin
C0795635,"insulin, regular, human",C0021641,Product containing insulin (medicinal product)
C0795635,"insulin, regular, human",C0021641,Product containing insulin (product)
C0795635,"insulin, regular, human",C0021641,Insulin preparation (substance)
C0795635,"insulin, regular, human",C0021641,Insulin product (product)
C0795635,"insulin, regular, human",C0021641,Regular insulin product
C0795635,"insulin, regular, human",C0021641,Unmodified insulin product
C0795635,"insulin, regular, human",C0021641,Soluble insulin (substance)
C0795635,"insulin, regular, human",C0021641,Insulin (substance)
C0795635,"insulin, regular, human",C0021641,Regular insulin (substance)
C0795635,"insulin, regular, human",C0021641,insulin preparations (medication)
C0795635,"insulin, regular, human",C0356365,"Insulin, Short-Acting"
C0795635,"insulin, regular, human",C0356365,Short-acting insulin
C0795635,"insulin, regular, human",C0356365,"Insulin, Short Acting"
C0795635,"insulin, regular, human",C0356365,"Insulin, Rapid-Acting"
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin
C0795635,"insulin, regular, human",C0356365,"Rapid-acting insulin, NOS"
C0795635,"insulin, regular, human",C0356365,"Insulin, Rapid Acting"
C0795635,"insulin, regular, human",C0356365,Product containing short-acting insulin (product)
C0795635,"insulin, regular, human",C0356365,Product containing short-acting insulin
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin preparation
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin preparation (substance)
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin product (product)
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin product
C0795635,"insulin, regular, human",C0356365,Short-acting insulin product
C0795635,"insulin, regular, human",C0356365,Short-acting insulin (product)
C0795635,"insulin, regular, human",C0356365,Rapid-acting insulin (substance)
C0795635,"insulin, regular, human",C0356365,Short-acting insulin (substance)
C0795635,"insulin, regular, human",C0795635,"insulin, regular, human"
C0795635,"insulin, regular, human",C0795635,Insulin Human (Regular)
C0795635,"insulin, regular, human",C0795635,Insulin Human Regular
C0795635,"insulin, regular, human",C0795635,"Regular Insulin, human"
C0795635,"insulin, regular, human",C0795635,Human regular insulin
C0795635,"insulin, regular, human",C0795635,"insulin regular, human"
C0795635,"insulin, regular, human",C0795635,regular human insulin
C0795635,"insulin, regular, human",C0795635,INSULIN
C0795635,"insulin, regular, human",C0795635,Semisynthetic human insulin
C0795635,"insulin, regular, human",C0795635,Insulin regular
C0795635,"insulin, regular, human",C0795635,"insulin, regular"
C0795635,"insulin, regular, human",C0795635,Human insulin
C0795635,"insulin, regular, human",C0795635,insulin (human)
C0795635,"insulin, regular, human",C0795635,"Insulin, human"
C0795635,"insulin, regular, human",C0795635,INSULIN HUMAN
C0795635,"insulin, regular, human",C0795635,"Human insulin, NOS"
C0795635,"insulin, regular, human",C0795635,insulin regular human recombinant
C0795635,"insulin, regular, human",C0795635,"insulin regular, human semi-synthetic"
C0795635,"insulin, regular, human",C0795635,High molecular weight insulin human
C0795635,"insulin, regular, human",C0795635,Product containing human insulin soluble (medicinal product)
C0795635,"insulin, regular, human",C0795635,Human insulin soluble-containing product
C0795635,"insulin, regular, human",C0795635,Product containing human insulin soluble
C0795635,"insulin, regular, human",C0795635,Human insulin-containing product
C0795635,"insulin, regular, human",C0795635,Product containing human insulin
C0795635,"insulin, regular, human",C0795635,Product containing human insulin (medicinal product)
C0795635,"insulin, regular, human",C0795635,Insulina regular
C0795635,"insulin, regular, human",C0795635,Product containing human regular insulin (medicinal product)
C0795635,"insulin, regular, human",C0795635,Product containing human insulin (product)
C0795635,"insulin, regular, human",C0795635,Human regular insulin (substance)
C0795635,"insulin, regular, human",C0795635,Human regular insulin-containing product
C0795635,"insulin, regular, human",C0795635,"INSULIN,REGULAR,HUMAN/rDNA"
C0795635,"insulin, regular, human",C0795635,Insulin human regular (rDNA)
C0795635,"insulin, regular, human",C0795635,"INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
C0795635,"insulin, regular, human",C0795635,Human insulin preparation
C0795635,"insulin, regular, human",C0795635,Semisynthetic human insulin preparation
C0795635,"insulin, regular, human",C0795635,Semisynthetic human insulin preparation (substance)
C0795635,"insulin, regular, human",C0795635,Human insulin preparation (substance)
C0795635,"insulin, regular, human",C0795635,Human insulin product
C0795635,"insulin, regular, human",C0795635,Human insulin product (product)
C0795635,"insulin, regular, human",C0795635,Semisynthetic human insulin (substance)
C0795635,"insulin, regular, human",C0795635,Human insulin (substance)
C0795635,"insulin, regular, human",C0795635,Human insulin soluble product
C0795635,"insulin, regular, human",C0795635,Insulin soluble human (product)
C0795635,"insulin, regular, human",C0795635,Human insulin soluble
C0795635,"insulin, regular, human",C0795635,Insulin soluble human
C0795635,"insulin, regular, human",C0795635,Human insulin soluble (substance)
C0795635,"insulin, regular, human",C0795635,regular human insulin (medication)
C0795635,"insulin, regular, human",C1533581,Therapeutic Insulin
C0795635,"insulin, regular, human",C1533581,Insulin
C0795635,"insulin, regular, human",C1533581,Recombinant Insulin
C0795635,"insulin, regular, human",C4721874,human insulin
C0795635,"insulin, regular, human",C4721874,INSULIN HUMAN
C0795635,"insulin, regular, human",C4721874,"insulin, human"
C0795635,"insulin, regular, human",C4721874,human insulin (medication)
C0795660,rosiglitazone maleate,C0289313,rosiglitazone
C0795660,rosiglitazone maleate,C0289313,"5-((4-(2-Methyl-2-(pyridinylamino)ethoxy)phenyl)methyl)-2,4-thiazolidinedione-2-butenedioate"
C0795660,rosiglitazone maleate,C0289313,ROS
C0795660,rosiglitazone maleate,C0289313,"(RS)-5-{4-[2-(Methyl-2-pyridylamino)ethoxy]benzyl}-2,4-thiazolidinedion"
C0795660,rosiglitazone maleate,C0289313,Rosiglitazon
C0795660,rosiglitazone maleate,C0289313,"(±)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione"
C0795660,rosiglitazone maleate,C0289313,Rosiglitazona
C0795660,rosiglitazone maleate,C0289313,Rosiglitazonum
C0795660,rosiglitazone maleate,C0289313,Product containing rosiglitazone (medicinal product)
C0795660,rosiglitazone maleate,C0289313,Rosiglitazone-containing product
C0795660,rosiglitazone maleate,C0289313,Product containing rosiglitazone
C0795660,rosiglitazone maleate,C0289313,"2,4-Thiazolidinedione, 5-((4-(2-(methyl-2-pyridinylamino)ethoxy)phenyl)methyl)-"
C0795660,rosiglitazone maleate,C0289313,Rosiglitazone product
C0795660,rosiglitazone maleate,C0289313,Rosiglitazone (product)
C0795660,rosiglitazone maleate,C0289313,Rosiglitazone (substance)
C0795660,rosiglitazone maleate,C1257987,Thiazolidinediones
C0795660,rosiglitazone maleate,C1257987,thiazolidinedione
C0795660,rosiglitazone maleate,C1257987,Product containing thiazolidinedione (medicinal product)
C0795660,rosiglitazone maleate,C1257987,Thiazolidinedione-containing product
C0795660,rosiglitazone maleate,C1257987,Product containing thiazolidinedione
C0795660,rosiglitazone maleate,C1257987,Product containing thiazolidinedione (product)
C0795660,rosiglitazone maleate,C1257987,Glitazones
C0795660,rosiglitazone maleate,C1257987,glitazone
C0795660,rosiglitazone maleate,C1257987,Thiazolidinedione product
C0795660,rosiglitazone maleate,C1257987,Thiazolidinedione (product)
C0795660,rosiglitazone maleate,C1257987,Thiazolidinedione (substance)
C0795660,rosiglitazone maleate,C1257987,thiazolidinediones (medication)
C0795660,rosiglitazone maleate,C1511939,Differentiation Inducer
C0795660,rosiglitazone maleate,C1511939,Differentiating Agents
C0795660,rosiglitazone maleate,C1511939,Differentiation Agents
C0795660,rosiglitazone maleate,C3273907,Thiazolidinedione Antidiabetic Agent
C0795660,rosiglitazone maleate,C3273907,Thiazolidinedione
C0872972,pioglitazone hydrochloride,C0071097,pioglitazone
C0872972,pioglitazone hydrochloride,C0071097,"5-(4-(2-(5-Ethyl-2-pyridyl)ethoxy)benzyl)-2,4-thiazolidinedione"
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazona
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazonum
C0872972,pioglitazone hydrochloride,C0071097,"(±)-5-((4-(2-(5-ethyl-2-pyridinyl)ethoxy)phenyl)methyl)-2,4-thiazolidinedione"
C0872972,pioglitazone hydrochloride,C0071097,Product containing pioglitazone (medicinal product)
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazone-containing product
C0872972,pioglitazone hydrochloride,C0071097,Product containing pioglitazone
C0872972,pioglitazone hydrochloride,C0071097,"5-{4-[2-(5-ethylpyridin-2-yl)ethoxy]benzyl}-1,3-thiazolidine-2,4-dione"
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazone product
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazone (product)
C0872972,pioglitazone hydrochloride,C0071097,Pioglitazone (substance)
C0872972,pioglitazone hydrochloride,C1257987,Thiazolidinediones
C0872972,pioglitazone hydrochloride,C1257987,thiazolidinedione
C0872972,pioglitazone hydrochloride,C1257987,Product containing thiazolidinedione (medicinal product)
C0872972,pioglitazone hydrochloride,C1257987,Thiazolidinedione-containing product
C0872972,pioglitazone hydrochloride,C1257987,Product containing thiazolidinedione
C0872972,pioglitazone hydrochloride,C1257987,Product containing thiazolidinedione (product)
C0872972,pioglitazone hydrochloride,C1257987,Glitazones
C0872972,pioglitazone hydrochloride,C1257987,glitazone
C0872972,pioglitazone hydrochloride,C1257987,Thiazolidinedione product
C0872972,pioglitazone hydrochloride,C1257987,Thiazolidinedione (product)
C0872972,pioglitazone hydrochloride,C1257987,Thiazolidinedione (substance)
C0872972,pioglitazone hydrochloride,C1257987,thiazolidinediones (medication)
C0872972,pioglitazone hydrochloride,C3273907,Thiazolidinedione Antidiabetic Agent
C0872972,pioglitazone hydrochloride,C3273907,Thiazolidinedione
C0903898,nateglinide,C0020616,Hypoglycemic Agents
C0903898,nateglinide,C0020616,hypoglycemic agent
C0903898,nateglinide,C0020616,Hypoglycaemic agent
C0903898,nateglinide,C0020616,"Agent, Hypoglycemic"
C0903898,nateglinide,C0020616,"Agents, Hypoglycemic"
C0903898,nateglinide,C0020616,Hypoglycemic Drugs
C0903898,nateglinide,C0020616,Hypoglycemic drug
C0903898,nateglinide,C0020616,"Hypoglycemic drug, NOS"
C0903898,nateglinide,C0020616,"Hypoglycaemic drug, NOS"
C0903898,nateglinide,C0020616,"Drug, Hypoglycemic"
C0903898,nateglinide,C0020616,Hypoglycaemic drug
C0903898,nateglinide,C0020616,"Drugs, Hypoglycemic"
C0903898,nateglinide,C0020616,Hypoglycemics
C0903898,nateglinide,C0020616,hypoglycaemic
C0903898,nateglinide,C0020616,hypoglycemic
C0903898,nateglinide,C0020616,Drugs for hypoglycaemia
C0903898,nateglinide,C0020616,Drugs for hypoglycemia
C0903898,nateglinide,C0020616,Antihyperglycemic Agents
C0903898,nateglinide,C0020616,"Agent, Antihyperglycemic"
C0903898,nateglinide,C0020616,Antihyperglycemic Agent
C0903898,nateglinide,C0020616,"Agents, Antihyperglycemic"
C0903898,nateglinide,C0020616,Hypoglycemic agent (product)
C0903898,nateglinide,C0020616,Hypoglycemic agent (substance)
C0903898,nateglinide,C0020616,Drugs for hypoglycemia (product)
C0903898,nateglinide,C0020616,Drugs for hypoglycemia (substance)
C0903898,nateglinide,C0020616,Hypoglycemic drug (substance)
C0903898,nateglinide,C0020616,Hypoglycemic product
C0903898,nateglinide,C0020616,Hypoglycaemic product
C0903898,nateglinide,C0020616,Hypoglycemic product (product)
C0903898,nateglinide,C0020616,Anti-hyperglycemics
C0903898,nateglinide,C0020616,Antihyperglycemics
C0903898,nateglinide,C0020616,antihyperglycemic
C0903898,nateglinide,C0020616,Hypoglycemic Medicines
C0903898,nateglinide,C0020616,Diabetes Medicines
C0903898,nateglinide,C0065880,Meglitinide
C0903898,nateglinide,C0065880,meglitinides
C0903898,nateglinide,C0065880,4-(2-(5-chloro-2-methoxybenzamido)ethyl)benzoic acid
C0903898,nateglinide,C0065880,Meglitinide-containing product
C0903898,nateglinide,C0065880,Product containing meglitinide
C0903898,nateglinide,C0065880,Product containing meglitinide (medicinal product)
C0903898,nateglinide,C0065880,Meglitinide product
C0903898,nateglinide,C0065880,Meglitinide (product)
C0903898,nateglinide,C0065880,Meglitinide (substance)
C0903898,nateglinide,C0359086,Oral hypoglycemic
C0903898,nateglinide,C0359086,Oral hypoglycaemic
C0903898,nateglinide,C0359086,hypoglycemics oral
C0903898,nateglinide,C0359086,Hypoglycemics.oral
C0903898,nateglinide,C0359086,oral hypoglycemics
C0903898,nateglinide,C0359086,agent hypoglycemic oral
C0903898,nateglinide,C0359086,agents hypoglycemics oral
C0903898,nateglinide,C0359086,oral hypoglycemic agents
C0903898,nateglinide,C0359086,oral hypoglycemic agent
C0903898,nateglinide,C0359086,Oral hypoglycemic (product)
C0903898,nateglinide,C0359086,Oral hypoglycemic (substance)
C0903898,nateglinide,C0359086,oral hypoglycemics (medication)
C0903898,nateglinide,C0579013,Propionic acid and/or propionic acid derivative-containing product
C0903898,nateglinide,C0579013,Propionic acid and derivatives
C0903898,nateglinide,C0579013,Product containing propionic acid and propionic acid derivative (product)
C0903898,nateglinide,C0579013,Propionic acid and propionic acid derivative (substance)
C0903898,nateglinide,C0579013,Propionic acid and propionic acid derivative product
C0903898,nateglinide,C0579013,Propionic acid and propionic acid derivative
C0903898,nateglinide,C0579013,Propionic acid and propionic acid derivative-containing product
C0903898,nateglinide,C0579013,Product containing propionic acid and propionic acid derivative
C0903898,nateglinide,C0579013,Product containing propionic acid and/or propionic acid derivative (product)
C0903898,nateglinide,C0579013,Propionic acid and derivatives (substance)
C0903898,nateglinide,C0579013,Propionic acid and/or propionic acid derivative
C0903898,nateglinide,C0579013,Propionic acid or propionic acid derivative
C0903898,nateglinide,C0579013,Propionic acid and/or propionic acid derivative (substance)
C0903898,nateglinide,C0579013,Propionic acid or propionic acid derivative (substance)
C0903898,nateglinide,C0903898,nateglinide
C0903898,nateglinide,C0903898,N-((4-Isopropylcyclohexyl)carbonyl)phenylalanine
C0903898,nateglinide,C0903898,Product containing nateglinide (medicinal product)
C0903898,nateglinide,C0903898,Nateglinide-containing product
C0903898,nateglinide,C0903898,Product containing nateglinide
C0903898,nateglinide,C0903898,Nateglinida
C0903898,nateglinide,C0903898,Nateglinidum
C0903898,nateglinide,C0903898,"D-phenylalanine, N-((trans-4-(1-methylethyl)cyclohexyl)carbonyl)-"
C0903898,nateglinide,C0903898,Senaglinide
C0903898,nateglinide,C0903898,Nateglinide product
C0903898,nateglinide,C0903898,Nateglinide (product)
C0903898,nateglinide,C0903898,Nateglinide (substance)
C0903898,nateglinide,C0903898,Nate-Glinide
C0903898,nateglinide,C0903898,nateglinide (medication)
C0903898,nateglinide,C3273803,Meglitinide Antidiabetic Agent
C0903898,nateglinide,C3537178,Glinides
C0903898,nateglinide,C3537178,oral hypoglycemics glinides
C0903898,nateglinide,C3537178,glinides (medication)
C0903898,nateglinide,C3537178,Glinides [EXT]
C0907402,insulin glargine,C0020616,Hypoglycemic Agents
C0907402,insulin glargine,C0020616,hypoglycemic agent
C0907402,insulin glargine,C0020616,Hypoglycaemic agent
C0907402,insulin glargine,C0020616,"Agent, Hypoglycemic"
C0907402,insulin glargine,C0020616,"Agents, Hypoglycemic"
C0907402,insulin glargine,C0020616,Hypoglycemic Drugs
C0907402,insulin glargine,C0020616,Hypoglycemic drug
C0907402,insulin glargine,C0020616,"Hypoglycemic drug, NOS"
C0907402,insulin glargine,C0020616,"Hypoglycaemic drug, NOS"
C0907402,insulin glargine,C0020616,"Drug, Hypoglycemic"
C0907402,insulin glargine,C0020616,Hypoglycaemic drug
C0907402,insulin glargine,C0020616,"Drugs, Hypoglycemic"
C0907402,insulin glargine,C0020616,Hypoglycemics
C0907402,insulin glargine,C0020616,hypoglycaemic
C0907402,insulin glargine,C0020616,hypoglycemic
C0907402,insulin glargine,C0020616,Drugs for hypoglycaemia
C0907402,insulin glargine,C0020616,Drugs for hypoglycemia
C0907402,insulin glargine,C0020616,Antihyperglycemic Agents
C0907402,insulin glargine,C0020616,"Agent, Antihyperglycemic"
C0907402,insulin glargine,C0020616,Antihyperglycemic Agent
C0907402,insulin glargine,C0020616,"Agents, Antihyperglycemic"
C0907402,insulin glargine,C0020616,Hypoglycemic agent (product)
C0907402,insulin glargine,C0020616,Hypoglycemic agent (substance)
C0907402,insulin glargine,C0020616,Drugs for hypoglycemia (product)
C0907402,insulin glargine,C0020616,Drugs for hypoglycemia (substance)
C0907402,insulin glargine,C0020616,Hypoglycemic drug (substance)
C0907402,insulin glargine,C0020616,Hypoglycemic product
C0907402,insulin glargine,C0020616,Hypoglycaemic product
C0907402,insulin glargine,C0020616,Hypoglycemic product (product)
C0907402,insulin glargine,C0020616,Anti-hyperglycemics
C0907402,insulin glargine,C0020616,Antihyperglycemics
C0907402,insulin glargine,C0020616,antihyperglycemic
C0907402,insulin glargine,C0020616,Hypoglycemic Medicines
C0907402,insulin glargine,C0020616,Diabetes Medicines
C0907402,insulin glargine,C0021641,Insulin
C0907402,insulin glargine,C0021641,insulins
C0907402,insulin glargine,C0021641,insulin preparations
C0907402,insulin glargine,C0021641,"Insulin preparation, NOS"
C0907402,insulin glargine,C0021641,insulin preparation
C0907402,insulin glargine,C0021641,Regular insulin preparation
C0907402,insulin glargine,C0021641,Unmodified insulin preparation
C0907402,insulin glargine,C0021641,Insulin product
C0907402,insulin glargine,C0021641,insulin products
C0907402,insulin glargine,C0021641,"Insulin, Regular"
C0907402,insulin glargine,C0021641,regular insulin
C0907402,insulin glargine,C0021641,insulin regular
C0907402,insulin glargine,C0021641,Soluble Insulin
C0907402,insulin glargine,C0021641,Insulin soluble
C0907402,insulin glargine,C0021641,"Insulin, Soluble"
C0907402,insulin glargine,C0021641,A22 INSULIN PREPARATIONS
C0907402,insulin glargine,C0021641,Insulin-containing product
C0907402,insulin glargine,C0021641,Product containing insulin
C0907402,insulin glargine,C0021641,Product containing insulin (medicinal product)
C0907402,insulin glargine,C0021641,Product containing insulin (product)
C0907402,insulin glargine,C0021641,Insulin preparation (substance)
C0907402,insulin glargine,C0021641,Insulin product (product)
C0907402,insulin glargine,C0021641,Regular insulin product
C0907402,insulin glargine,C0021641,Unmodified insulin product
C0907402,insulin glargine,C0021641,Soluble insulin (substance)
C0907402,insulin glargine,C0021641,Insulin (substance)
C0907402,insulin glargine,C0021641,Regular insulin (substance)
C0907402,insulin glargine,C0021641,insulin preparations (medication)
C0907402,insulin glargine,C0304870,"Insulin, Long-Acting"
C0907402,insulin glargine,C0304870,long acting insulin
C0907402,insulin glargine,C0304870,Long-acting insulin
C0907402,insulin glargine,C0304870,"Long-acting insulin, NOS"
C0907402,insulin glargine,C0304870,insulins long acting
C0907402,insulin glargine,C0304870,"Insulin, Long Acting"
C0907402,insulin glargine,C0304870,Product containing long-acting insulin
C0907402,insulin glargine,C0304870,Product containing long-acting insulin (product)
C0907402,insulin glargine,C0304870,Long-acting insulin preparation
C0907402,insulin glargine,C0304870,Long-acting insulin preparation (substance)
C0907402,insulin glargine,C0304870,Long-acting insulin product
C0907402,insulin glargine,C0304870,Long acting insulin (product)
C0907402,insulin glargine,C0304870,Long acting insulin product
C0907402,insulin glargine,C0304870,Long acting insulin product (product)
C0907402,insulin glargine,C0304870,Long-acting insulin (substance)
C0907402,insulin glargine,C0650607,Basal insulin
C0907402,insulin glargine,C0650607,Basal insulin (product)
C0907402,insulin glargine,C0795635,"insulin, regular, human"
C0907402,insulin glargine,C0795635,Insulin Human (Regular)
C0907402,insulin glargine,C0795635,Insulin Human Regular
C0907402,insulin glargine,C0795635,"Regular Insulin, human"
C0907402,insulin glargine,C0795635,Human regular insulin
C0907402,insulin glargine,C0795635,"insulin regular, human"
C0907402,insulin glargine,C0795635,regular human insulin
C0907402,insulin glargine,C0795635,INSULIN
C0907402,insulin glargine,C0795635,Semisynthetic human insulin
C0907402,insulin glargine,C0795635,Insulin regular
C0907402,insulin glargine,C0795635,"insulin, regular"
C0907402,insulin glargine,C0795635,Human insulin
C0907402,insulin glargine,C0795635,insulin (human)
C0907402,insulin glargine,C0795635,"Insulin, human"
C0907402,insulin glargine,C0795635,INSULIN HUMAN
C0907402,insulin glargine,C0795635,"Human insulin, NOS"
C0907402,insulin glargine,C0795635,insulin regular human recombinant
C0907402,insulin glargine,C0795635,"insulin regular, human semi-synthetic"
C0907402,insulin glargine,C0795635,High molecular weight insulin human
C0907402,insulin glargine,C0795635,Product containing human insulin soluble (medicinal product)
C0907402,insulin glargine,C0795635,Human insulin soluble-containing product
C0907402,insulin glargine,C0795635,Product containing human insulin soluble
C0907402,insulin glargine,C0795635,Human insulin-containing product
C0907402,insulin glargine,C0795635,Product containing human insulin
C0907402,insulin glargine,C0795635,Product containing human insulin (medicinal product)
C0907402,insulin glargine,C0795635,Insulina regular
C0907402,insulin glargine,C0795635,Product containing human regular insulin (medicinal product)
C0907402,insulin glargine,C0795635,Product containing human insulin (product)
C0907402,insulin glargine,C0795635,Human regular insulin (substance)
C0907402,insulin glargine,C0795635,Human regular insulin-containing product
C0907402,insulin glargine,C0795635,"INSULIN,REGULAR,HUMAN/rDNA"
C0907402,insulin glargine,C0795635,Insulin human regular (rDNA)
C0907402,insulin glargine,C0795635,"INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
C0907402,insulin glargine,C0795635,Human insulin preparation
C0907402,insulin glargine,C0795635,Semisynthetic human insulin preparation
C0907402,insulin glargine,C0795635,Semisynthetic human insulin preparation (substance)
C0907402,insulin glargine,C0795635,Human insulin preparation (substance)
C0907402,insulin glargine,C0795635,Human insulin product
C0907402,insulin glargine,C0795635,Human insulin product (product)
C0907402,insulin glargine,C0795635,Semisynthetic human insulin (substance)
C0907402,insulin glargine,C0795635,Human insulin (substance)
C0907402,insulin glargine,C0795635,Human insulin soluble product
C0907402,insulin glargine,C0795635,Insulin soluble human (product)
C0907402,insulin glargine,C0795635,Human insulin soluble
C0907402,insulin glargine,C0795635,Insulin soluble human
C0907402,insulin glargine,C0795635,Human insulin soluble (substance)
C0907402,insulin glargine,C0795635,regular human insulin (medication)
C0907402,insulin glargine,C1277075,Recombinant human insulin analog-containing product
C0907402,insulin glargine,C1277075,Product containing recombinant human insulin analog
C0907402,insulin glargine,C1277075,Product containing recombinant human insulin analogue
C0907402,insulin glargine,C1277075,Recombinant human insulin analogue-containing product
C0907402,insulin glargine,C1277075,Product containing recombinant human insulin analog (product)
C0907402,insulin glargine,C1277075,Recombinant human insulin analog product
C0907402,insulin glargine,C1277075,Recombinant human insulin analogue product
C0907402,insulin glargine,C1277075,Recombinant human insulin analog preparation (product)
C0907402,insulin glargine,C1277075,Recombinant human insulin analog preparation
C0907402,insulin glargine,C1277075,Recombinant human insulin analogue preparation
C0907402,insulin glargine,C1277075,Recombinant human insulin analog preparation (substance)
C0907402,insulin glargine,C1277075,Recombinant human insulin analog
C0907402,insulin glargine,C1277075,Recombinant human insulin analogue
C0907402,insulin glargine,C1277075,Recombinant human insulin analog (substance)
C0907402,insulin glargine,C1305435,Human insulin analog product
C0907402,insulin glargine,C1305435,Human insulin analogue product
C0907402,insulin glargine,C1305435,Human insulin analog product (product)
C0907402,insulin glargine,C1305435,Insulin analogue
C0907402,insulin glargine,C1305435,Insulin analog
C0907402,insulin glargine,C1305435,Insulin analog (substance)
C0907402,insulin glargine,C1533581,Therapeutic Insulin
C0907402,insulin glargine,C1533581,Insulin
C0907402,insulin glargine,C1533581,Recombinant Insulin
C0982219,"lente insulin, human",C0795635,"insulin, regular, human"
C0982219,"lente insulin, human",C0795635,Insulin Human (Regular)
C0982219,"lente insulin, human",C0795635,Insulin Human Regular
C0982219,"lente insulin, human",C0795635,"Regular Insulin, human"
C0982219,"lente insulin, human",C0795635,Human regular insulin
C0982219,"lente insulin, human",C0795635,"insulin regular, human"
C0982219,"lente insulin, human",C0795635,regular human insulin
