Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
jb | jb | [C1550751] | [C1550751]| [ temporal concept ]  |  [ temporal concept ]  | 123038 | 123038
fifthly | fifthly | [C0205439] | [C0205439]| [ quantitative concept ]  |  [ quantitative concept ]  | 440283 | 440283
alteration | alteration | [C1515926] | [C1515926]| [ idea or concept ]  |  [ idea or concept ]  | 275723 | 275723
computer program | computer program | [C0037585] | [C0037585]| [ manufactured object / intellectual product ]  |  [ manufactured object / intellectual product ]  | 91122 | 91122
jd | jd | [C1549972] | [C1549972]| [ intellectual product ]  |  [ intellectual product ]  | 95449 | 95449
je | je | [C1550752] | [C1550752]| [ temporal concept ]  |  [ temporal concept ]  | 439 | 439
continuing | continuing | [C0549178] | [C0549178]| [ idea or concept ]  |  [ idea or concept ]  | 5279 | 5279
jh | jh | [C1415529] | [C1415529]| [ gene or genome ]  |  [ gene or genome ]  | 251933 | 251933
ji | ji | [C1705010] | [C1705010]| [ gene or genome ]  |  [ gene or genome ]  | 96094 | 96094
jk | jk | [C1420098] | [C1420098]| [ gene or genome ]  |  [ gene or genome ]  | 251768 | 251768
jm | jm | [C0022337, C0022419] | [C0022337, C0022419]| [ geographic area ]  ;  [ organic chemical / antibiotic ]  |  [ geographic area ]  ;  [ organic chemical / antibiotic ]  | 89488 | 89488
jn | jn | [C1428813] | [C1428813]| [ gene or genome ]  |  [ gene or genome ]  | 263850 | 263850
jo | jo | [C0022418] | [C0022418]| [ geographic area ]  |  [ geographic area ]  | 576 | 576
jp | jp | [C1421124] | [C1421124]| [ gene or genome ]  |  [ gene or genome ]  | 90922 | 90922
jr | jr | [C1708595] | [C1708595]| [ idea or concept ]  |  [ idea or concept ]  | 291 | 291
js | js | [C1552154] | [C1552154]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 109862 | 109862
life style | life style | [C0023676] | [C0023676]| [ social behavior ]  |  [ social behavior ]  | 135668 | 135668
literature | literature review | [C0023866, C0034036] | [C0282441]| [ intellectual product ]  ;  [ manufactured object / intellectual product ]  |  [ intellectual product ]  | 8310 | 8310
library | library | [C0751608, C0872147] | [C0751608, C0872147]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 11176 | 11176
tumour | tumour necrosis factor | [C0027651] | [C1456820]| [ neoplastic process ]  |  [ amino acid, peptide, or protein / immunologic factor ]  | 102727 | 102727
kd | kd | [C1705240, C1839259] | [C1705240, C1839259]| [ gene or genome ]  ;  [ disease or syndrome ]  |  [ gene or genome ]  ;  [ disease or syndrome ]  | 106563 | 106563
dependence | dependence | [C0439857] | [C0439857]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 239980 | 239980
ability | ability to | [C0085732] | [C5420000]| [ organism attribute ]  |  [ intellectual product ]  | 6414 | 6414
camera | camera | [C1654607] | [C1654607]| [ eukaryote ]  |  [ eukaryote ]  | 92460 | 92460
kg | kg | [C0439209] | [C0439209]| [ quantitative concept ]  |  [ quantitative concept ]  | 89745 | 89745
barbara | barbara | [C4223568] | [C4223568]| [ eukaryote ]  |  [ eukaryote ]  | 597 | 597
kh | kh | [C0006797] | [C0006797]| [ geographic area ]  |  [ geographic area ]  | 99037 | 99037
belief | belief | [C0004951] | [C0004951]| [ mental process ]  |  [ mental process ]  | 199961 | 199961
ottawa | ottawa | [C1551454] | [C1551454]| [ population group ]  |  [ population group ]  | 129480 | 129480
allied health professional | allied health professional | [C0002122] | [C0002122]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 230817 | 230817
kl | kl | [C1144173, C1366480, C1416656] | [C1144173, C1366480, C1416656]| [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 306 | 306
proliferation | proliferation | [C1514485] | [C1514485]| [ functional concept ]  |  [ functional concept ]  | 133042 | 133042
kp | kp | [C1881334] | [C1881334]| [ quantitative concept ]  |  [ quantitative concept ]  | 125127 | 125127
suggestion | suggestion | [C1705535] | [C1705535]| [ idea or concept ]  |  [ idea or concept ]  | 212379 | 212379
biologic | biologic agent | [C0205460] | [C0005515]| [ qualitative concept ]  |  [ biologically active substance ]  | 5080 | 5080
kr | kr | [C0022773] | [C0022773]| [ geographic area ]  |  [ geographic area ]  | 89481 | 89481
ks | ks | [C1332771] | [C1332771]| [ gene or genome ]  |  [ gene or genome ]  | 488 | 488
gastro | gastro | [C4283929] | [C4283929]| [ intellectual product ]  |  [ intellectual product ]  | 62476 | 62476
fragility fracture | fragility fracture | [C4760971] | [C4760971]| [ pathologic function ]  |  [ pathologic function ]  | 217609 | 217609
draw | draw | [C0013113] | [C0013113]| [ intellectual product ]  |  [ intellectual product ]  | 110284 | 110284
kw | kw | [C0949108] | [C0949108]| [ quantitative concept ]  |  [ quantitative concept ]  | 88550 | 88550
la | la | [C1420423] | [C1420423]| [ gene or genome ]  |  [ gene or genome ]  | 406 | 406
lb | lb | [C1705214] | [C1705214]| [ intellectual product ]  |  [ intellectual product ]  | 93514 | 93514
care plan | care plan | [C0178916] | [C0178916]| [ intellectual product ]  |  [ intellectual product ]  | 179920 | 179920
le | le | [C1414864, C1423767] | [C1414864, C1423767]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 108 | 108
oral | oral prednisolone | [C1272919] | [C0358513]| [ biomedical or dental material ]  |  [ clinical drug ]  | 99395 | 99395
lf | lf | [C1416933] | [C1416933]| [ gene or genome ]  |  [ gene or genome ]  | 27529 | 27529
splint | splint | [C0038009] | [C0038009]| [ medical device ]  |  [ medical device ]  | 166952 | 166952
lg | lg | [C0694651] | [C0694651]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 9883 | 9883
il-1 receptor | il-1 receptor | [C0063710] | [C0063710]| [ amino acid, peptide, or protein / immunologic factor / receptor ]  |  [ amino acid, peptide, or protein / immunologic factor / receptor ]  | 154576 | 154576
complete | complete remission | [C1548561, C1706059, C1815293] | [C0677874]| [ idea or concept ]  ;  [ functional concept ]  ;  [ organic chemical / pharmacologic substance / vitamin ]  |  [ finding ]  | 134793 | 134793
lh | lh | [C1538681, C1704298] | [C1538681, C1704298]| [ gene or genome ]  ;  [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  |  [ gene or genome ]  ;  [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  | 98460 | 98460
li | li | [C1420713] | [C1420713]| [ gene or genome ]  |  [ gene or genome ]  | 188 | 188
betamethasone | betamethasone | [C0005308] | [C0005308]| [ organic chemical / pharmacologic substance / hormone ]  |  [ organic chemical / pharmacologic substance / hormone ]  | 212630 | 212630
of each | of each | [C1882141] | [C1882141]| [ qualitative concept ]  |  [ qualitative concept ]  | 1147 | 1147
lj | lj | [C0023242] | [C0023242]| [ qualitative concept ]  |  [ qualitative concept ]  | 265678 | 265678
lk | lk | [C1537501] | [C1537501]| [ gene or genome ]  |  [ gene or genome ]  | 97012 | 97012
lm | lm | [C1261082] | [C1261082]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 12123 | 12123
fur | fur | [C0919550] | [C0919550]| [ gene or genome ]  |  [ gene or genome ]  | 469 | 469
lo | lo | [C1232424] | [C1232424]| [ bird ]  |  [ bird ]  | 124 | 124
south african | south african | [C0238605] | [C0238605]| [ population group ]  |  [ population group ]  | 420780 | 420780
lr | lr | [C0023617] | [C0023617]| [ geographic area ]  |  [ geographic area ]  | 45651 | 45651
ls | ls | [C1150704] | [C1150704]| [ molecular function ]  |  [ molecular function ]  | 10927 | 10927
lt | lt | [C0812308] | [C0812308]| [ gene or genome ]  |  [ gene or genome ]  | 1060 | 1060
how much | how much | [C1265611] | [C1265611]| [ quantitative concept ]  |  [ quantitative concept ]  | 447087 | 447087
lw | lw | [C1415842] | [C1415842]| [ gene or genome ]  |  [ gene or genome ]  | 34334 | 34334
cardiovascular risk factors | cardiovascular risk factors | [C0850624] | [C0850624]| [ finding ]  |  [ finding ]  | 207808 | 207808
while | while | [C0750519] | [C0750519]| [ idea or concept ]  |  [ idea or concept ]  | 53308 | 53308
ly | ly | [C0023634] | [C0023634]| [ geographic area ]  |  [ geographic area ]  | 1615 | 1615
second | second | [C1522484, C1561503, C1705190] | [C1522484, C1561503, C1705190]| [ functional concept ]  ;  [ idea or concept ]  ;  [ intellectual product ]  |  [ functional concept ]  ;  [ idea or concept ]  ;  [ intellectual product ]  | 20742 | 20742
drev | drev | [C1825979] | [C1825979]| [ gene or genome ]  |  [ gene or genome ]  | 605 | 605
tumor necrosis factor inhibitor | tumor necrosis factor inhibitor | [C3537192] | [C3537192]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 17185 | 17185
therapeutic effect | therapeutic effect | [C1527144] | [C1527144]| [ clinical attribute ]  |  [ clinical attribute ]  | 105635 | 105635
edge | edge | [C0205154] | [C0205154]| [ spatial concept ]  |  [ spatial concept ]  | 1466 | 1466
ma | ma | [C1549973] | [C1549973]| [ intellectual product ]  |  [ intellectual product ]  | 120 | 120
mb | mb | [C1417048] | [C1417048]| [ gene or genome ]  |  [ gene or genome ]  | 2143 | 2143
morgan | morgan | [C0582521] | [C0582521]| [ quantitative concept ]  |  [ quantitative concept ]  | 122204 | 122204
mc | mc | [C0562425] | [C0562425]| [ quantitative concept ]  |  [ quantitative concept ]  | 389 | 389
www | www | [C0282111] | [C0282111]| [ manufactured object ]  |  [ manufactured object ]  | 7802 | 7802
documented | documented | [C1301725] | [C1301725]| [ health care activity ]  |  [ health care activity ]  | 44006 | 44006
md | md | [C1512018] | [C1512018]| [ intellectual product ]  |  [ intellectual product ]  | 2171 | 2171
sufficient | sufficient | [C0205410] | [C0205410]| [ qualitative concept ]  |  [ qualitative concept ]  | 132362 | 132362
limit | upper limit of normal | [C1549649] | [C1519815]| [ idea or concept ]  |  [ quantitative concept ]  | 151221 | 151215
me | me | [C1549977] | [C1549977]| [ intellectual product ]  |  [ intellectual product ]  | 97 | 97
mf | mf | [C0752355] | [C0752355]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 21530 | 21530
mg | mg | [C2348270] | [C2348270]| [ element, ion, or isotope ]  |  [ element, ion, or isotope ]  | 4020 | 4020
widespread | widespread | [C0205219, C0205391] | [C0205219, C0205391]| [ spatial concept ]  ;  [ spatial concept ]  |  [ spatial concept ]  ;  [ spatial concept ]  | 175992 | 175992
mh | mh | [C1704706] | [C1704706]| [ intellectual product ]  |  [ intellectual product ]  | 114856 | 114856
communication | communication | [C0009452] | [C0009452]| [ social behavior ]  |  [ social behavior ]  | 231617 | 231617
aspartate | aspartate aminotransferase | [C4048238] | [C0201899, C0242192]| [ laboratory procedure ]  |  [ laboratory procedure ]  ;  [ amino acid, peptide, or protein / enzyme ]  | 27311 | 27311
chronic | chronic hepatitis b infection | [C0867389] | [C0524909]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 111758 | 111758
mj | mj | [C0439254] | [C0439254]| [ quantitative concept ]  |  [ quantitative concept ]  | 90174 | 90174
porter | porter | [C1153198] | [C1153198]| [ cell function ]  |  [ cell function ]  | 92554 | 92554
mk | mk | [C1334498, C1417508] | [C1334498, C1417508]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 114841 | 114841
tolerance | tolerance | [C0220929, C0231197] | [C0220929, C0231197]| [ mental process ]  ;  [ physiologic function ]  |  [ mental process ]  ;  [ physiologic function ]  | 235189 | 235189
as soon as possible | as soon as possible | [C4039399] | [C4039399]| [ temporal concept ]  |  [ temporal concept ]  | 208451 | 208451
ml | ml | [C1705224, C1706380, C1708949] | [C1705224, C1706380, C1708949]| [ gene or genome ]  ;  [ intellectual product ]  ;  [ research activity ]  |  [ gene or genome ]  ;  [ intellectual product ]  ;  [ research activity ]  | 91994 | 91994
mm | mm | [C1334803] | [C1334803]| [ finding ]  |  [ finding ]  | 752 | 752
mn | mn | [C1367455, C1413052] | [C1367455, C1413052]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 87274 | 87274
mo | mo | [C0439231] | [C0439231]| [ temporal concept ]  |  [ temporal concept ]  | 716 | 716
months | months | [C0439231] | [C0439231]| [ temporal concept ]  |  [ temporal concept ]  | 5143 | 5143
mr | mr | [C1417249, C1417835] | [C1417249, C1417835]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 118667 | 118667
alabama | alabama | [C1551894] | [C1551894]| [ language ]  |  [ language ]  | 2257 | 2257
ms | ms | [C1417453] | [C1417453]| [ gene or genome ]  |  [ gene or genome ]  | 1181 | 1181
biomarkers | biomarkers | [C0005516] | [C0005516]| [ clinical attribute ]  |  [ clinical attribute ]  | 99416 | 99416
author | author | [C3812881] | [C3812881]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 1938 | 1938
possessed | possessed | [C0850310] | [C0850310]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 10850 | 10850
windmill | windmill | [C0557606] | [C0557606]| [ manufactured object ]  |  [ manufactured object ]  | 163716 | 163716
follows | follows | [C0332283] | [C0332283]| [ temporal concept ]  |  [ temporal concept ]  | 160244 | 160244
mv | mv | [C1454484] | [C1454484]| [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 113335 | 113335
diagnosis | diagnosis | [C0945731] | [C0945731]| [ clinical attribute ]  |  [ clinical attribute ]  | 14884 | 14884
my | my | [C0024552] | [C0024552]| [ geographic area ]  |  [ geographic area ]  | 543 | 543
plus | plus | [C0332287] | [C0332287]| [ functional concept ]  |  [ functional concept ]  | 94136 | 94136
chosen | chosen | [C1707391] | [C1707391]| [ activity ]  |  [ activity ]  | 27698 | 27698
license | license | [C1550439] | [C1550439]| [ idea or concept ]  |  [ idea or concept ]  | 409612 | 409612
na | na | [C1272460, C1421537] | [C1272460, C1421537]| [ qualitative concept ]  ;  [ gene or genome ]  |  [ qualitative concept ]  ;  [ gene or genome ]  | 391 | 391
proliferative | proliferative | [C0334094] | [C0334094]| [ pathologic function ]  |  [ pathologic function ]  | 68816 | 68816
bioavailability | bioavailability | [C1706947] | [C1706947]| [ research activity ]  |  [ research activity ]  | 211187 | 211187
dyspepsia | dyspepsia | [C0013395] | [C0013395]| [ sign or symptom ]  |  [ sign or symptom ]  | 149370 | 149370
orleans | orleans | [C0445573] | [C0445573]| [ intellectual product ]  |  [ intellectual product ]  | 169177 | 169177
prediction | prediction | [C0681842] | [C0681842]| [ idea or concept ]  |  [ idea or concept ]  | 204935 | 204935
survey | survey | [C0883378] | [C0883378]| [ spatial concept ]  |  [ spatial concept ]  | 89368 | 89368
ng | ng | [C0694637] | [C0694637]| [ functional concept ]  |  [ functional concept ]  | 250 | 250
nh | nh | [C0268059, C0332122] | [C0268059, C0332122]| [ disease or syndrome ]  ;  [ qualitative concept ]  |  [ disease or syndrome ]  ;  [ qualitative concept ]  | 17208 | 17208
nj | nj | [C0027971] | [C0027971]| [ geographic area ]  |  [ geographic area ]  | 47348 | 47348
nk | nk | [C0022688] | [C0022688]| [ cell ]  |  [ cell ]  | 80060 | 80060
nm | nm | [C1853926] | [C1853926]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 2064 | 2064
nn | nn | [C1850406] | [C1850406]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 258 | 258
heat | heat | [C0221500] | [C0221500]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 236965 | 236965
potassium | potassium | [C0202194, C0304475] | [C0202194, C0304475]| [ laboratory procedure ]  ;  [ pharmacologic substance / inorganic chemical ]  |  [ laboratory procedure ]  ;  [ pharmacologic substance / inorganic chemical ]  | 150222 | 150222
university hospital | university hospital | [C0020028] | [C0020028]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 162528 | 162528
ns | ns | [C1112705, C1423506] | [C1112705, C1423506]| [ disease or syndrome ]  ;  [ gene or genome ]  |  [ disease or syndrome ]  ;  [ gene or genome ]  | 623 | 623
hemoglobin | hemoglobin | [C1561562] | [C1561562]| [ finding ]  |  [ finding ]  | 150927 | 150927
head | indian head massage | [C1281590] | [C2586182]| [ body part, organ, or organ component ]  |  [ therapeutic or preventive procedure ]  | 226508 | 226501
hyperglycemia | hyperglycemia | [C0020456] | [C0020456]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 139123 | 139123
oa | oa | [C1704220] | [C1704220]| [ neoplastic process ]  |  [ neoplastic process ]  | 5257 | 5257
investigator | investigator | [C0035173] | [C0035173]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 13216 | 13216
taking medications | taking medications | [C5235038] | [C5235038]| [ finding ]  |  [ finding ]  | 35093 | 35093
suzuki | suzuki | [C0998924] | [C0998924]| [ fish ]  |  [ fish ]  | 103924 | 103924
cyclic citrullinated peptide | cyclic citrullinated peptide | [C1453915] | [C1453915]| [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 204828 | 204828
on | on treatment | [C1420342] | [C4684449]| [ gene or genome ]  |  [ temporal concept ]  | 94934 | 94934
brief | brief intervention | [C1282927] | [C0814459]| [ qualitative concept ]  |  [ health care activity ]  | 262876 | 262876
allows | allows | [C0683607] | [C0683607]| [ social behavior ]  |  [ social behavior ]  | 27957 | 27957
assessments | assessments | [C1261322] | [C1261322]| [ health care activity ]  |  [ health care activity ]  | 134208 | 134208
tripterygium wilfordii | tripterygium wilfordii | [C0077273] | [C0077273]| [ plant ]  |  [ plant ]  | 226114 | 226114
determine | determine | [C0521095] | [C0521095]| [ qualitative concept ]  |  [ qualitative concept ]  | 12921 | 12921
ot | ot | [C1318464, C1418208] | [C1318464, C1418208]| [ therapeutic or preventive procedure ]  ;  [ gene or genome ]  |  [ therapeutic or preventive procedure ]  ;  [ gene or genome ]  | 374 | 374
homeless | homeless shelters | [C0237154] | [C0681146]| [ finding ]  |  [ self-help or relief organization ]  | 57930 | 57930
ow | ow | [C3498117] | [C3498117]| [ tissue ]  |  [ tissue ]  | 610 | 610
aerobic | aerobic capacity | [C1510824] | [C2371107]| [ qualitative concept ]  |  [ clinical attribute ]  | 233796 | 233796
decreasing | decreasing | [C1718423] | [C1718423]| [ finding ]  |  [ finding ]  | 240333 | 240333
healthcare cost | healthcare cost | [C0085552] | [C0085552]| [ quantitative concept ]  |  [ quantitative concept ]  | 142053 | 142053
acute phase reactants | acute phase reactants | [C0001347] | [C0001347]| [ amino acid, peptide, or protein / biologically active substance ]  |  [ amino acid, peptide, or protein / biologically active substance ]  | 127709 | 127709
disease modifying antirheumatic drugs | disease modifying antirheumatic drugs | [C0242708] | [C0242708]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 99233 | 99233
pa | pa | [C1414426, C1418225, C1418892] | [C1414426, C1418225, C1418892]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 485 | 485
pc | pc | [C1418288, C1418724, C1418943] | [C1418288, C1418724, C1418943]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 70873 | 70873
pe | pe | [C1412446] | [C1412446]| [ gene or genome ]  |  [ gene or genome ]  | 130 | 130
manuscript | manuscript | [C0600659] | [C0600659]| [ manufactured object / intellectual product ]  |  [ manufactured object / intellectual product ]  | 8361 | 8361
pg | pg | [C1266240, C1334295] | [C1266240, C1334295]| [ laboratory procedure ]  ;  [ gene or genome ]  |  [ laboratory procedure ]  ;  [ gene or genome ]  | 100639 | 100639
ph | ph | [C1304686, C1418251] | [C1304686, C1418251]| [ finding ]  ;  [ gene or genome ]  |  [ finding ]  ;  [ gene or genome ]  | 1128 | 1128
pi | pi | [C1418544] | [C1418544]| [ gene or genome ]  |  [ gene or genome ]  | 3008 | 3008
research studies | research studies | [C0681814] | [C0681814]| [ research activity ]  |  [ research activity ]  | 168194 | 168194
pl | pl | [C1334038, C1413752, C1418708] | [C1334038, C1413752, C1418708]| [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ amino acid, peptide, or protein / biologically active substance ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 1100 | 1100
pm | pm | [C1418866] | [C1418866]| [ gene or genome ]  |  [ gene or genome ]  | 4494 | 4494
mortality rates | mortality rates | [C0026565] | [C0026565]| [ quantitative concept ]  |  [ quantitative concept ]  | 200608 | 200608
pp | pp | [C1705911, C1826646] | [C1705911, C1826646]| [ intellectual product ]  ;  [ gene or genome ]  |  [ intellectual product ]  ;  [ gene or genome ]  | 57 | 57
magnetic resonance | magnetic resonance imaging | [C0917874] | [C0024485]| [ natural phenomenon or process ]  |  [ diagnostic procedure ]  | 98778 | 98778
indications | indications | [C0392360] | [C0392360]| [ idea or concept ]  |  [ idea or concept ]  | 55306 | 55306
ps | ps | [C1418867] | [C1418867]| [ gene or genome ]  |  [ gene or genome ]  | 12601 | 12601
nation | nation | [C1555720] | [C1555720]| [ organization ]  |  [ organization ]  | 1075 | 1075
pv | pv | [C0030840, C0032463, C0175253] | [C0030840, C0032463, C0175253]| [ organic chemical / antibiotic ]  ;  [ neoplastic process ]  ;  [ body part, organ, or organ component ]  |  [ organic chemical / antibiotic ]  ;  [ neoplastic process ]  ;  [ body part, organ, or organ component ]  | 189829 | 189829
pw | pw | [C0242397] | [C0242397]| [ geographic area ]  |  [ geographic area ]  | 256669 | 256669
pneumococcal disease | pneumococcal disease | [C0032269] | [C0032269]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 71221 | 71221
determination | determination | [C1148554] | [C1148554]| [ laboratory procedure ]  |  [ laboratory procedure ]  | 1068 | 1068
treatment guidelines | treatment guidelines | [C0935576] | [C0935576]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 76662 | 76662
neurological status | neurological status | [C0746866] | [C0746866]| [ finding ]  |  [ finding ]  | 242363 | 242363
periodically | periodically | [C0332182] | [C0332182]| [ temporal concept ]  |  [ temporal concept ]  | 151797 | 151797
stakeholder | stakeholder | [C4288315] | [C4288315]| [ conceptual entity ]  |  [ conceptual entity ]  | 185642 | 185642
cation | cation | [C0007447] | [C0007447]| [ chemical viewed structurally ]  |  [ chemical viewed structurally ]  | 1103 | 1103
serotonin | serotonin metabolism | [C0202217] | [C1154461]| [ laboratory procedure ]  |  [ molecular function ]  | 222530 | 222530
speaking | speaking | [C0234856] | [C0234856]| [ individual behavior ]  |  [ individual behavior ]  | 3705 | 3705
exercises | exercises | [C0452240] | [C0452240]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 166734 | 166734
immunosorbent | immunosorbent | [C0021075] | [C0021075]| [ indicator, reagent, or diagnostic aid ]  |  [ indicator, reagent, or diagnostic aid ]  | 255367 | 255367
3 times | 3 times | [C4035626] | [C4035626]| [ finding ]  |  [ finding ]  | 142866 | 142866
ther | ther | [C0039798, C0087111] | [C0039798, C0087111]| [ functional concept ]  ;  [ therapeutic or preventive procedure ]  |  [ functional concept ]  ;  [ therapeutic or preventive procedure ]  | 4650 | 4650
estimate | estimate | [C0750572] | [C0750572]| [ quantitative concept ]  |  [ quantitative concept ]  | 25258 | 25258
problem list | problem list | [C1553895] | [C1553895]| [ intellectual product ]  |  [ intellectual product ]  | 126843 | 126843
recent | recent | [C0332185] | [C0332185]| [ temporal concept ]  |  [ temporal concept ]  | 7743 | 7743
proposal | proposal | [C1555306, C1948033] | [C1555306, C1948033]| [ idea or concept ]  ;  [ intellectual product ]  |  [ idea or concept ]  ;  [ intellectual product ]  | 273644 | 273644
old | old | [C0580836, C0677546] | [C0580836, C0677546]| [ temporal concept ]  ;  [ temporal concept ]  |  [ temporal concept ]  ;  [ temporal concept ]  | 6476 | 6476
azathioprine | azathioprine | [C0004482] | [C0004482]| [ organic chemical / pharmacologic substance / hazardous or poisonous substance ]  |  [ organic chemical / pharmacologic substance / hazardous or poisonous substance ]  | 28120 | 28120
diseases | diseases | [C0012634] | [C0012634]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 29156 | 29156
then | then | [C1720594, C1883708] | [C1720594, C1883708]| [ intellectual product ]  ;  [ temporal concept ]  |  [ intellectual product ]  ;  [ temporal concept ]  | 15596 | 15596
balneotherapy | balneotherapy | [C0085867] | [C0085867]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 235937 | 235937
ra | ra | [C0002893, C0003873, C0034625, C0178837] | [C0002893, C0003873, C0034625, C0178837]| [ disease or syndrome ]  ;  [ disease or syndrome ]  ;  [ pharmacologic substance / element, ion, or isotope ]  ;  [ geographic area ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  ;  [ pharmacologic substance / element, ion, or isotope ]  ;  [ geographic area ]  | 311 | 311
rb | rb | [C0694889] | [C0694889]| [ gene or genome ]  |  [ gene or genome ]  | 599 | 599
rc | rc | [C1167159, C1419366] | [C1167159, C1419366]| [ cell component ]  ;  [ gene or genome ]  |  [ cell component ]  ;  [ gene or genome ]  | 23 | 23
node | lymph node swelling | [C0746922] | [C4282165]| [ body part, organ, or organ component ]  |  [ sign or symptom ]  | 148954 | 148948
rd | rd | [C1418479, C1418543, C1422315, C1423697] | [C1418479, C1418543, C1422315, C1423697]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 1086 | 1086
re | re | [C0556581, C0586866] | [C0556581, C0586866]| [ quantitative concept ]  ;  [ professional or occupational group ]  |  [ quantitative concept ]  ;  [ professional or occupational group ]  | 13 | 13
rf | rf | [C0748398] | [C0748398]| [ finding ]  |  [ finding ]  | 6427 | 6427
early morning stiffness | early morning stiffness | [C0856842] | [C0856842]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 187960 | 187960
cognitive | cognitive behavioural therapy | [C1516691] | [C0009244]| [ functional concept ]  |  [ therapeutic or preventive procedure ]  | 165911 | 165911
concepts | concepts | [C0178566] | [C0178566]| [ idea or concept ]  |  [ idea or concept ]  | 223072 | 223072
rg | rg | [C1412999] | [C1412999]| [ gene or genome ]  |  [ gene or genome ]  | 627 | 627
rh | rh | [C1419381, C1419382] | [C1419381, C1419382]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 116 | 116
adopt | adopt | [C0425382] | [C0425382]| [ finding ]  |  [ finding ]  | 131151 | 131151
relieve pain | relieve pain | [C0722425] | [C0722425]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 166960 | 166960
viral | viral load | [C0521026] | [C1261478]| [ functional concept ]  |  [ laboratory procedure ]  | 61787 | 61787
obtained | obtained | [C1301820] | [C1301820]| [ functional concept ]  |  [ functional concept ]  | 204095 | 204095
bridge | bridge therapy | [C0456378] | [C5420848]| [ medical device ]  |  [ therapeutic or preventive procedure ]  | 215972 | 215972
rm | rm | [C2951520] | [C2951520]| [ body location or region ]  |  [ body location or region ]  | 1072 | 1072
rp | rp | [C1537983, C1538326] | [C1537983, C1538326]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 12995 | 12995
commentary | commentary | [C0282411] | [C0282411]| [ intellectual product ]  |  [ intellectual product ]  | 434550 | 434550
no treatment | no treatment | [C0746919] | [C0746919]| [ finding ]  |  [ finding ]  | 45135 | 45135
